customerid,joindate,city,segment,support_tickets
CUST_01103,2021-06-30,Riyadh,Retail,0
CUST_01104,2021-10-06,Jeddah,VIP,0
CUST_01105,2020-04-16,Jeddah,Retail,1
CUST_01106,2022-01-29,Mecca,Retail,2
CUST_01107,2022-02-03,Jeddah,Retail,1
CUST_01108,2020-02-08,Riyadh,Retail,0
CUST_01109,2020-09-14,Medina,Retail,1
CUST_01110,2020-09-21,Mecca,Retail,0
CUST_01111,2021-03-19,Dammam,Retail,0
CUST_01112,2021-07-01,Riyadh,Retail,0
CUST_01113,2022-02-13,Medina,Retail,1
CUST_01114,2021-01-01,Medina,Retail,1
CUST_01115,2020-11-04,Medina,Retail,1
CUST_01116,2021-03-24,Mecca,Retail,0
CUST_01117,2021-04-30,Jeddah,Retail,0
CUST_01118,2021-02-04,Medina,Retail,0
CUST_01119,2020-11-01,Dammam,Corporate,0
CUST_01120,2022-06-14,Medina,Retail,0
CUST_01121,2021-08-09,Medina,Retail,0
CUST_01122,2020-03-28,Dammam,Retail,1
CUST_01123,2022-01-13,Dammam,Retail,2
CUST_01124,2022-05-21,Medina,Retail,0
CUST_01125,2021-09-23,Dammam,Retail,0
CUST_01126,2022-03-29,Medina,VIP,1
CUST_01127,2021-07-16,Mecca,Retail,0
CUST_01128,2021-11-18,Riyadh,Retail,0
CUST_01129,2021-08-17,Mecca,Corporate,0
CUST_01130,2021-11-18,Jeddah,Retail,0
CUST_01131,2020-07-17,Dammam,Retail,0
CUST_01132,2021-11-06,Dammam,Retail,0
CUST_01133,2021-08-03,Dammam,VIP,2
CUST_01134,2020-06-21,Riyadh,Retail,1
CUST_01135,2021-12-30,Mecca,Retail,0
CUST_01136,2021-11-26,Dammam,VIP,0
CUST_01137,2021-01-02,Dammam,Retail,0
CUST_01138,2021-10-23,Medina,Retail,0
CUST_01139,2022-04-26,Jeddah,VIP,0
CUST_01140,2022-01-21,Riyadh,Retail,1
CUST_01141,2022-05-19,Medina,Retail,1
CUST_01142,2021-08-15,Mecca,Retail,0
CUST_01143,2020-02-07,Medina,Retail,1
CUST_01144,2021-07-06,Mecca,Retail,0
CUST_01145,2021-02-05,Jeddah,VIP,0
CUST_01146,2022-05-27,Dammam,Retail,0
CUST_01147,2020-04-02,Mecca,Retail,0
CUST_01148,2020-09-01,Medina,Retail,1
CUST_01149,2020-05-23,Mecca,Retail,0
CUST_01150,2021-08-02,Jeddah,Retail,0
CUST_01151,2021-01-02,Riyadh,Retail,0
CUST_01152,2020-03-05,Dammam,Retail,0
CUST_01153,2020-07-30,Medina,Corporate,0
CUST_01154,2021-04-25,Mecca,VIP,0
CUST_01155,2021-10-26,Dammam,Retail,2
CUST_01156,2021-10-10,Dammam,VIP,0
CUST_01157,2021-07-11,Medina,Retail,0
CUST_01158,2021-01-09,Medina,Retail,1
CUST_01159,2021-06-13,Dammam,Retail,2
CUST_01160,2021-06-12,Mecca,Retail,1
CUST_01161,2021-05-13,Mecca,VIP,0
CUST_01162,2020-05-22,Mecca,Retail,0
CUST_01163,2021-10-20,Dammam,Retail,0
CUST_01164,2021-01-05,Medina,Retail,0
CUST_01165,2020-08-23,Mecca,VIP,1
CUST_01166,2021-05-08,Mecca,Retail,0
CUST_01167,2021-10-24,Mecca,Retail,0
CUST_01168,2021-08-10,Medina,Retail,0
CUST_01169,2020-02-10,Medina,Retail,0
CUST_01170,2020-07-03,Medina,Corporate,0
CUST_01171,2021-07-31,Riyadh,VIP,1
CUST_01172,2022-04-21,Dammam,Corporate,0
CUST_01173,2021-09-13,Mecca,VIP,0
CUST_01174,2022-04-30,Mecca,Retail,1
CUST_01175,2022-04-20,Jeddah,Retail,0
CUST_01176,2020-06-20,Dammam,Corporate,0
CUST_01177,2020-03-11,Jeddah,Retail,0
CUST_01178,2020-01-17,Jeddah,Retail,2
CUST_01179,2021-12-01,Mecca,VIP,0
CUST_01180,2020-06-30,Mecca,Corporate,0
CUST_01181,2022-06-17,Medina,Retail,0
CUST_01182,2021-05-08,Jeddah,Corporate,0
CUST_01183,2020-01-02,Mecca,Retail,0
CUST_01184,2020-02-14,Medina,Retail,2
CUST_01185,2021-05-08,Mecca,Retail,1
CUST_01186,2022-02-18,Medina,Retail,0
CUST_01187,2021-05-03,Jeddah,Corporate,0
CUST_01188,2021-09-04,Medina,Retail,0
CUST_01189,2021-12-27,Riyadh,Retail,0
CUST_01190,2020-01-08,Mecca,Retail,0
CUST_01191,2020-11-19,Mecca,Retail,0
CUST_01192,2021-10-29,Medina,Retail,1
CUST_01193,2021-03-09,Medina,Retail,0
CUST_01194,2021-11-27,Mecca,Retail,0
CUST_01195,2022-03-13,Medina,Retail,0
CUST_01196,2021-07-22,Mecca,Retail,0
CUST_01197,2020-12-18,Mecca,Retail,1
CUST_01198,2021-11-06,Riyadh,Retail,0
CUST_01199,2021-12-17,Jeddah,Retail,0
CUST_01200,2022-03-15,Dammam,VIP,0
CUST_01201,2021-12-01,Riyadh,Retail,2
CUST_01202,2020-01-06,Riyadh,VIP,0
CUST_01203,2021-09-06,Mecca,Retail,0
CUST_01204,2021-01-14,Riyadh,Retail,1
CUST_01205,2021-02-14,Medina,Retail,0
CUST_01206,2021-09-03,Riyadh,Corporate,1
CUST_01207,2021-10-17,Mecca,Retail,0
CUST_01208,2021-11-03,Medina,Retail,0
CUST_01209,2021-09-05,Medina,Retail,0
CUST_01210,2020-06-22,Riyadh,Retail,0
CUST_01211,2020-06-10,Riyadh,Corporate,1
CUST_01212,2020-12-27,Mecca,Retail,0
CUST_01213,2020-01-16,Riyadh,Corporate,0
CUST_01214,2022-01-13,Medina,Corporate,0
CUST_01215,2022-04-15,Dammam,Retail,2
CUST_01216,2021-04-10,Mecca,Retail,0
CUST_01217,2021-02-20,Medina,Retail,0
CUST_01218,2020-10-28,Dammam,Corporate,1
CUST_01219,2020-09-20,Medina,VIP,0
CUST_01220,2021-12-11,Mecca,Corporate,0
CUST_01221,2022-02-27,Jeddah,Retail,2
CUST_01222,2021-04-14,Mecca,VIP,1
CUST_01223,2021-05-08,Riyadh,Retail,0
CUST_01224,2022-03-18,Jeddah,Retail,0
CUST_01225,2020-11-19,Mecca,Corporate,0
CUST_01226,2020-01-10,Dammam,Retail,0
CUST_01227,2021-11-20,Dammam,Retail,2
CUST_01228,2021-05-02,Dammam,Retail,1
CUST_01229,2020-10-02,Jeddah,Corporate,0
CUST_01230,2020-07-13,Mecca,Retail,0
CUST_01231,2020-09-04,Dammam,Retail,0
CUST_01232,2020-09-12,Medina,Retail,1
CUST_01233,2020-05-02,Riyadh,Retail,0
CUST_01234,2021-09-20,Riyadh,Retail,0
CUST_01235,2020-02-13,Mecca,Retail,0
CUST_01236,2021-08-11,Dammam,Retail,3
CUST_01237,2021-06-07,Dammam,Retail,1
CUST_01238,2020-05-11,Riyadh,Retail,0
CUST_01239,2021-07-07,Riyadh,Retail,0
CUST_01240,2021-12-03,Jeddah,Retail,0
CUST_01241,2021-06-14,Mecca,Retail,0
CUST_01242,2021-11-21,Jeddah,Retail,0
CUST_01243,2021-01-05,Medina,VIP,0
CUST_01244,2020-09-26,Jeddah,Retail,2
CUST_01245,2020-12-17,Dammam,Retail,0
CUST_01246,2021-03-05,Dammam,Retail,0
CUST_01247,2021-04-06,Jeddah,Retail,3
CUST_01248,2021-12-03,Jeddah,VIP,1
CUST_01249,2022-04-03,Jeddah,Retail,1
CUST_01250,2020-07-19,Jeddah,VIP,1
CUST_01251,2021-04-29,Riyadh,Retail,0
CUST_01252,2022-05-19,Medina,Retail,0
CUST_01253,2021-05-13,Dammam,Retail,1
CUST_01254,2020-02-18,Mecca,Retail,0
CUST_01255,2020-08-08,Dammam,Retail,0
CUST_01256,2021-04-05,Dammam,Retail,0
CUST_01257,2021-07-24,Dammam,Retail,0
CUST_01258,2020-12-25,Medina,Retail,0
CUST_01259,2021-10-26,Medina,Retail,1
CUST_01260,2020-12-29,Dammam,Retail,0
CUST_01261,2022-01-24,Mecca,VIP,0
CUST_01262,2020-10-20,Mecca,Retail,0
CUST_01263,2020-06-20,Dammam,Retail,0
CUST_01264,2021-02-18,Riyadh,Retail,0
CUST_01265,2020-11-17,Dammam,Retail,1
CUST_01266,2021-09-11,Mecca,Retail,0
CUST_01267,2022-06-02,Dammam,Retail,0
CUST_01268,2021-04-06,Mecca,Retail,1
CUST_01269,2020-05-08,Jeddah,Retail,2
CUST_01270,2021-12-18,Riyadh,Retail,0
CUST_01271,2020-04-07,Riyadh,Corporate,0
CUST_01272,2020-02-25,Riyadh,Retail,0
CUST_01273,2020-03-26,Riyadh,Retail,0
CUST_01274,2021-11-01,Mecca,Retail,0
CUST_01275,2020-10-17,Mecca,Retail,0
CUST_01276,2022-05-08,Jeddah,Retail,0
CUST_01277,2022-05-31,Dammam,VIP,0
CUST_01278,2022-06-10,Medina,Corporate,0
CUST_01279,2020-05-18,Medina,Retail,0
CUST_01280,2021-10-08,Medina,Retail,0
CUST_01281,2021-06-30,Dammam,Corporate,0
CUST_01282,2020-08-20,Riyadh,Retail,0
CUST_01283,2020-09-23,Jeddah,Retail,0
CUST_01284,2022-04-14,Jeddah,Retail,0
CUST_01285,2020-01-09,Mecca,Corporate,0
CUST_01286,2020-01-10,Mecca,Retail,0
CUST_01287,2022-03-26,Riyadh,Retail,0
CUST_01288,2021-07-28,Mecca,Retail,0
CUST_01289,2022-01-24,Mecca,VIP,0
CUST_01290,2020-03-22,Mecca,Retail,0
CUST_01291,2022-03-30,Medina,VIP,0
CUST_01292,2020-10-18,Medina,VIP,0
CUST_01293,2022-05-23,Riyadh,Retail,0
CUST_01294,2021-10-14,Mecca,Retail,0
CUST_01295,2021-09-29,Mecca,Retail,0
CUST_01296,2020-02-20,Medina,Retail,3
CUST_01297,2020-10-15,Dammam,Retail,0
CUST_01298,2020-01-09,Jeddah,Retail,0
CUST_01299,2020-08-10,Dammam,Retail,1
CUST_01300,2021-05-25,Dammam,Retail,1
CUST_01301,2020-12-04,Riyadh,VIP,2
CUST_01302,2020-02-27,Dammam,Retail,0
CUST_01303,2021-04-26,Jeddah,Retail,1
CUST_01304,2022-04-16,Mecca,VIP,0
CUST_01305,2022-02-25,Jeddah,Retail,3
CUST_01306,2020-09-10,Riyadh,Retail,1
CUST_01307,2020-04-06,Medina,Retail,0
CUST_01308,2021-02-02,Dammam,Corporate,0
CUST_01309,2022-01-15,Riyadh,Retail,0
CUST_01310,2020-05-05,Dammam,Retail,0
CUST_01311,2021-01-04,Riyadh,VIP,0
CUST_01312,2020-04-25,Jeddah,Retail,0
CUST_01313,2020-06-20,Dammam,Retail,0
CUST_01314,2020-09-05,Riyadh,Corporate,0
CUST_01315,2021-12-08,Mecca,Retail,0
CUST_01316,2022-02-28,Riyadh,Retail,0
CUST_01317,2021-12-03,Medina,Retail,2
CUST_01318,2022-02-16,Riyadh,Retail,0
CUST_01319,2021-12-19,Medina,Retail,0
CUST_01320,2020-08-26,Dammam,Corporate,1
CUST_01321,2022-02-13,Dammam,VIP,0
CUST_01322,2020-07-16,Riyadh,Retail,0
CUST_01323,2020-05-17,Dammam,VIP,0
CUST_01324,2021-03-24,Medina,Retail,0
CUST_01325,2020-07-13,Medina,Retail,0
CUST_01326,2022-01-19,Mecca,Retail,1
CUST_01327,2022-05-31,Medina,Retail,0
CUST_01328,2021-04-05,Dammam,VIP,0
CUST_01329,2021-04-09,Riyadh,Retail,0
CUST_01330,2022-01-21,Jeddah,VIP,0
CUST_01331,2021-01-07,Medina,Retail,1
CUST_01332,2021-11-05,Medina,VIP,0
CUST_01333,2021-11-30,Mecca,Retail,0
CUST_01334,2020-10-16,Dammam,Retail,0
CUST_01335,2020-04-08,Medina,Retail,0
CUST_01336,2020-05-12,Jeddah,VIP,0
CUST_01337,2021-05-12,Jeddah,Retail,0
CUST_01338,2022-05-06,Mecca,Retail,0
CUST_01339,2021-12-19,Medina,Retail,0
CUST_01340,2021-09-12,Riyadh,Retail,2
CUST_01341,2021-11-02,Mecca,Corporate,1
CUST_01342,2021-04-24,Riyadh,Retail,1
CUST_01343,2021-03-01,Dammam,Retail,0
CUST_01344,2021-09-23,Dammam,Retail,1
CUST_01345,2022-05-04,Dammam,Retail,0
CUST_01346,2021-06-15,Riyadh,Retail,0
CUST_01347,2021-01-29,Jeddah,Retail,0
CUST_01348,2021-08-06,Jeddah,Retail,0
CUST_01349,2022-02-03,Riyadh,Retail,0
CUST_01350,2021-11-21,Mecca,Retail,0
CUST_01351,2020-04-16,Jeddah,Retail,0
CUST_01352,2021-05-31,Dammam,Retail,0
CUST_01353,2021-09-06,Mecca,Corporate,2
CUST_01354,2021-07-17,Dammam,VIP,0
CUST_01355,2021-10-10,Mecca,VIP,0
CUST_01356,2020-09-03,Medina,Retail,0
CUST_01357,2021-07-17,Dammam,Retail,0
CUST_01358,2021-02-10,Riyadh,Retail,3
CUST_01359,2021-09-02,Riyadh,Retail,3
CUST_01360,2020-11-05,Riyadh,Retail,0
CUST_01361,2022-05-26,Dammam,Retail,1
CUST_01362,2021-12-07,Dammam,Corporate,0
CUST_01363,2021-08-07,Medina,Retail,0
CUST_01364,2020-12-30,Jeddah,Retail,0
CUST_01365,2021-08-19,Jeddah,Retail,1
CUST_01366,2020-04-04,Medina,Retail,2
CUST_01367,2022-01-21,Riyadh,Retail,1
CUST_01368,2020-06-26,Mecca,VIP,0
CUST_01369,2021-08-13,Riyadh,Retail,0
CUST_01370,2022-01-18,Medina,Retail,1
CUST_01371,2022-02-28,Dammam,Retail,1
CUST_01372,2021-03-02,Riyadh,VIP,0
CUST_01373,2021-10-30,Medina,Corporate,0
CUST_01374,2021-10-09,Mecca,Retail,0
CUST_01375,2020-11-22,Medina,Retail,0
CUST_01376,2021-12-15,Jeddah,Retail,0
CUST_01377,2021-02-06,Mecca,Retail,0
CUST_01378,2020-04-02,Jeddah,Retail,1
CUST_01379,2020-05-31,Jeddah,Retail,0
CUST_01380,2022-02-02,Riyadh,Retail,0
CUST_01381,2021-02-12,Medina,Retail,0
CUST_01382,2022-02-19,Jeddah,Retail,0
CUST_01383,2021-02-08,Medina,Retail,0
CUST_01384,2022-01-23,Medina,Retail,0
CUST_01385,2022-03-06,Mecca,Retail,2
CUST_01386,2020-04-01,Riyadh,Retail,0
CUST_01387,2020-12-22,Jeddah,Retail,0
CUST_01388,2020-01-25,Dammam,Retail,0
CUST_01389,2022-04-21,Mecca,Retail,0
CUST_01390,2022-04-17,Jeddah,Retail,0
CUST_01391,2022-02-14,Riyadh,Retail,0
CUST_01392,2021-09-27,Jeddah,VIP,1
CUST_01393,2020-01-15,Dammam,Retail,0
CUST_01394,2021-04-05,Mecca,Retail,0
CUST_01395,2021-07-04,Jeddah,Retail,0
CUST_01396,2020-09-21,Medina,Retail,1
CUST_01397,2020-05-24,Riyadh,Retail,2
CUST_01398,2021-06-23,Riyadh,Retail,0
CUST_01399,2020-07-24,Medina,Retail,0
CUST_01400,2020-01-09,Riyadh,Retail,0
CUST_01401,2022-05-22,Dammam,VIP,0
CUST_01402,2022-06-07,Mecca,Retail,0
CUST_01403,2021-12-27,Riyadh,Corporate,0
CUST_01404,2021-09-03,Medina,Retail,0
CUST_01405,2021-04-13,Medina,Corporate,0
CUST_01406,2020-09-10,Medina,Retail,0
CUST_01407,2022-02-01,Jeddah,Retail,0
CUST_01408,2020-12-29,Dammam,Retail,3
CUST_01409,2021-05-28,Dammam,VIP,0
CUST_01410,2022-06-18,Mecca,VIP,1
CUST_01411,2020-01-31,Medina,Corporate,0
CUST_01412,2020-12-15,Mecca,Retail,0
CUST_01413,2021-01-26,Medina,Corporate,0
CUST_01414,2021-10-02,Jeddah,Retail,0
CUST_01415,2021-03-12,Dammam,Corporate,0
CUST_01416,2021-07-09,Jeddah,Retail,0
CUST_01417,2021-07-08,Jeddah,VIP,0
CUST_01418,2021-12-23,Medina,Corporate,0
CUST_01419,2022-02-27,Jeddah,Retail,0
CUST_01420,2020-06-10,Dammam,Retail,0
CUST_01421,2022-01-06,Riyadh,Retail,1
CUST_01422,2020-05-29,Riyadh,Retail,1
CUST_01423,2021-02-27,Mecca,Retail,1
CUST_01424,2022-04-21,Dammam,Retail,0
CUST_01425,2020-05-14,Jeddah,Retail,3
CUST_01426,2021-09-23,Dammam,Retail,0
CUST_01427,2021-09-02,Jeddah,Retail,0
CUST_01428,2020-03-22,Mecca,Retail,1
CUST_01429,2021-04-25,Dammam,Retail,0
CUST_01430,2021-04-30,Jeddah,Retail,0
CUST_01431,2021-02-22,Riyadh,Corporate,2
CUST_01432,2020-08-15,Jeddah,Retail,0
CUST_01433,2021-03-25,Medina,Retail,0
CUST_01434,2021-04-13,Jeddah,Retail,1
CUST_01435,2021-09-14,Mecca,Retail,0
CUST_01436,2022-01-30,Medina,Retail,0
CUST_01437,2022-06-15,Riyadh,Retail,0
CUST_01438,2022-04-26,Riyadh,VIP,0
CUST_01439,2021-07-04,Mecca,Corporate,0
CUST_01440,2021-01-31,Medina,Retail,2
CUST_01441,2020-07-13,Dammam,Retail,1
CUST_01442,2022-03-03,Dammam,Retail,0
CUST_01443,2021-09-19,Riyadh,Retail,2
CUST_01444,2021-04-19,Mecca,Retail,0
CUST_01445,2020-07-03,Medina,Corporate,0
CUST_01446,2020-05-18,Mecca,Retail,0
CUST_01447,2020-07-02,Mecca,Retail,1
CUST_01448,2020-07-25,Mecca,Retail,0
CUST_01449,2021-10-26,Jeddah,Retail,0
CUST_01450,2020-04-26,Mecca,Retail,0
CUST_01451,2021-12-25,Mecca,Retail,3
CUST_01452,2021-09-18,Jeddah,Retail,0
CUST_01453,2022-02-25,Jeddah,Corporate,0
CUST_01454,2021-11-06,Jeddah,Retail,0
CUST_01455,2022-02-26,Riyadh,Retail,0
CUST_01456,2022-02-26,Mecca,Retail,0
CUST_01457,2020-05-14,Jeddah,Retail,1
CUST_01458,2020-01-13,Mecca,Retail,0
CUST_01459,2022-04-06,Riyadh,Retail,0
CUST_01460,2020-08-10,Medina,Retail,0
CUST_01461,2021-03-28,Riyadh,Retail,0
CUST_01462,2021-07-14,Dammam,Retail,0
CUST_01463,2022-04-25,Jeddah,Retail,0
CUST_01464,2021-10-30,Dammam,Retail,1
CUST_01465,2021-11-14,Medina,VIP,0
CUST_01466,2020-03-30,Riyadh,Retail,3
CUST_01467,2020-06-14,Dammam,Retail,0
CUST_01468,2021-09-01,Medina,Retail,0
CUST_01469,2021-04-11,Medina,Retail,0
CUST_01470,2022-02-25,Dammam,Retail,1
CUST_01471,2022-04-19,Riyadh,Retail,1
CUST_01472,2020-03-07,Dammam,Retail,0
CUST_01473,2022-05-30,Dammam,Retail,0
CUST_01474,2020-08-02,Jeddah,Retail,0
CUST_01475,2022-01-17,Medina,Corporate,0
CUST_01476,2021-12-06,Medina,Corporate,3
CUST_01477,2020-10-21,Mecca,Retail,0
CUST_01478,2021-06-22,Medina,Corporate,0
CUST_01479,2020-05-12,Medina,Retail,0
CUST_01480,2021-10-09,Mecca,Retail,0
CUST_01481,2021-09-16,Jeddah,Retail,3
CUST_01482,2020-01-02,Riyadh,Retail,0
CUST_01483,2020-04-30,Jeddah,Retail,3
CUST_01484,2021-02-27,Riyadh,Retail,0
CUST_01485,2021-10-14,Jeddah,Retail,0
CUST_01486,2020-10-15,Dammam,Retail,0
CUST_01487,2021-06-02,Medina,Retail,0
CUST_01488,2021-12-03,Dammam,Retail,1
CUST_01489,2021-09-22,Riyadh,VIP,0
CUST_01490,2022-05-03,Dammam,Corporate,0
CUST_01491,2021-04-30,Riyadh,Retail,0
CUST_01492,2021-10-04,Mecca,VIP,0
CUST_01493,2020-12-09,Mecca,Retail,0
CUST_01494,2022-01-30,Riyadh,VIP,0
CUST_01495,2022-01-12,Dammam,Retail,0
CUST_01496,2021-08-14,Dammam,Retail,1
CUST_01497,2020-12-28,Riyadh,Corporate,0
CUST_01498,2020-02-01,Dammam,Corporate,0
CUST_01499,2022-05-12,Jeddah,Retail,0
CUST_01500,2021-09-01,Riyadh,VIP,1
CUST_01501,2021-12-23,Dammam,Retail,0
CUST_01502,2020-03-29,Mecca,VIP,0
CUST_01503,2022-04-29,Dammam,Retail,0
CUST_01504,2020-04-24,Dammam,Retail,1
CUST_01505,2020-04-04,Mecca,Retail,1
CUST_01506,2021-05-27,Jeddah,Retail,2
CUST_01507,2022-01-20,Medina,Retail,0
CUST_01508,2022-02-26,Riyadh,VIP,2
CUST_01509,2021-11-23,Jeddah,Retail,0
CUST_01510,2021-01-31,Medina,Retail,0
CUST_01511,2020-02-15,Medina,VIP,0
CUST_01512,2020-02-17,Riyadh,Retail,0
CUST_01513,2020-11-15,Riyadh,Retail,0
CUST_01514,2020-08-02,Dammam,Retail,0
CUST_01515,2021-06-29,Dammam,Retail,0
CUST_01516,2020-10-06,Jeddah,Retail,0
CUST_01517,2021-09-29,Medina,Retail,0
CUST_01518,2020-12-24,Medina,Retail,0
CUST_01519,2021-12-22,Dammam,Retail,0
CUST_01520,2020-11-14,Medina,VIP,0
CUST_01521,2020-02-21,Jeddah,Retail,2
CUST_01522,2020-02-21,Riyadh,Retail,0
CUST_01523,2021-02-05,Jeddah,Retail,1
CUST_01524,2021-10-06,Mecca,Retail,0
CUST_01525,2022-04-17,Jeddah,Retail,0
CUST_01526,2021-06-30,Riyadh,Corporate,1
CUST_01527,2021-04-21,Medina,Retail,1
CUST_01528,2021-12-16,Mecca,Retail,0
CUST_01529,2021-10-21,Mecca,Retail,2
CUST_01530,2020-05-27,Medina,Retail,0
CUST_01531,2020-07-06,Dammam,Retail,1
CUST_01532,2021-04-09,Mecca,Retail,0
CUST_01533,2020-12-25,Mecca,Retail,0
CUST_01534,2022-02-25,Dammam,Retail,0
CUST_01535,2020-04-15,Mecca,VIP,1
CUST_01536,2020-11-29,Medina,Retail,1
CUST_01537,2021-06-29,Mecca,Retail,0
CUST_01538,2021-09-27,Jeddah,Retail,3
CUST_01539,2021-01-28,Riyadh,Retail,1
CUST_01540,2021-08-28,Mecca,Retail,0
CUST_01541,2022-03-17,Dammam,Retail,0
CUST_01542,2021-11-09,Riyadh,Retail,1
CUST_01543,2022-05-06,Mecca,Retail,0
CUST_01544,2020-11-29,Medina,Retail,0
CUST_01545,2020-11-11,Mecca,Retail,0
CUST_01546,2022-04-13,Medina,Retail,0
CUST_01547,2021-05-21,Riyadh,Retail,1
CUST_01548,2021-08-17,Riyadh,Retail,0
CUST_01549,2021-04-08,Medina,Retail,0
CUST_01550,2021-04-02,Jeddah,Retail,1
CUST_01551,2020-11-02,Medina,Retail,0
CUST_01552,2021-03-21,Dammam,Corporate,0
CUST_01553,2021-09-18,Medina,Retail,0
CUST_01554,2020-10-28,Riyadh,Retail,0
CUST_01555,2020-02-24,Riyadh,Retail,1
CUST_01556,2021-01-02,Riyadh,VIP,1
CUST_01557,2020-08-28,Mecca,Retail,0
CUST_01558,2020-11-21,Mecca,Retail,0
CUST_01559,2020-08-04,Jeddah,Retail,0
CUST_01560,2021-01-28,Dammam,VIP,0
CUST_01561,2022-06-12,Jeddah,Retail,0
CUST_01562,2020-01-17,Jeddah,Retail,0
CUST_01563,2021-03-23,Jeddah,Retail,0
CUST_01564,2021-03-01,Mecca,VIP,0
CUST_01565,2021-03-11,Medina,Retail,0
CUST_01566,2021-07-19,Mecca,Retail,0
CUST_01567,2021-03-10,Medina,Retail,0
CUST_01568,2022-01-18,Jeddah,Retail,0
CUST_01569,2021-07-13,Medina,Retail,3
CUST_01570,2021-08-04,Mecca,Retail,0
CUST_01571,2021-05-08,Riyadh,Retail,1
CUST_01572,2022-05-29,Dammam,Retail,0
CUST_01573,2021-09-16,Riyadh,Retail,0
CUST_01574,2021-11-10,Riyadh,Retail,0
CUST_01575,2021-08-16,Dammam,Retail,2
CUST_01576,2021-07-01,Riyadh,Retail,0
CUST_01577,2021-04-25,Medina,Retail,0
CUST_01578,2022-03-28,Dammam,Retail,0
CUST_01579,2021-09-03,Dammam,Retail,0
CUST_01580,2020-03-03,Mecca,Retail,0
CUST_01581,2021-11-03,Dammam,VIP,0
CUST_01582,2020-10-20,Mecca,Retail,0
CUST_01583,2022-05-21,Dammam,Retail,0
CUST_01584,2020-10-08,Dammam,Retail,0
CUST_01585,2020-06-27,Medina,Retail,0
CUST_01586,2021-01-13,Jeddah,Retail,1
CUST_01587,2021-05-11,Jeddah,Retail,1
CUST_01588,2020-12-17,Riyadh,Corporate,0
CUST_01589,2022-04-21,Jeddah,VIP,1
CUST_01590,2021-02-26,Mecca,Retail,0
CUST_01591,2021-10-14,Jeddah,Retail,1
CUST_01592,2020-12-19,Riyadh,Retail,1
CUST_01593,2020-04-28,Riyadh,Retail,0
CUST_01594,2020-11-04,Mecca,Retail,1
CUST_01595,2021-06-29,Jeddah,Retail,1
CUST_01596,2021-04-30,Dammam,Retail,1
CUST_01597,2020-01-13,Dammam,Corporate,0
CUST_01598,2021-11-25,Dammam,Corporate,0
CUST_01599,2020-02-12,Riyadh,Corporate,0
CUST_01600,2022-05-14,Mecca,Retail,0
CUST_01601,2020-10-06,Dammam,Retail,1
CUST_01602,2020-09-18,Medina,Retail,1
CUST_01603,2022-02-06,Jeddah,Retail,0
CUST_01604,2020-07-18,Medina,Retail,0
CUST_01605,2020-07-03,Dammam,Retail,0
CUST_01606,2022-05-01,Riyadh,Retail,0
CUST_01607,2020-04-16,Mecca,Retail,1
CUST_01608,2020-09-14,Jeddah,Retail,0
CUST_01609,2020-02-28,Medina,Retail,1
CUST_01610,2021-09-05,Riyadh,Retail,0
CUST_01611,2022-05-26,Medina,Retail,0
CUST_01612,2021-10-25,Medina,VIP,0
CUST_01613,2020-04-23,Jeddah,Retail,0
CUST_01614,2020-03-18,Mecca,Corporate,0
CUST_01615,2021-03-13,Dammam,Retail,1
CUST_01616,2020-10-10,Riyadh,Retail,0
CUST_01617,2020-03-02,Dammam,Corporate,0
CUST_01618,2021-03-27,Riyadh,Retail,2
CUST_01619,2021-09-16,Mecca,Retail,0
CUST_01620,2020-05-27,Medina,Retail,0
CUST_01621,2021-10-20,Riyadh,Corporate,1
CUST_01622,2020-04-15,Riyadh,Retail,0
CUST_01623,2020-09-13,Mecca,Retail,0
CUST_01624,2021-10-30,Riyadh,Corporate,0
CUST_01625,2020-09-29,Jeddah,Retail,2
CUST_01626,2021-08-11,Riyadh,Retail,2
CUST_01627,2021-05-17,Mecca,Retail,1
CUST_01628,2022-03-10,Riyadh,Retail,0
CUST_01629,2021-12-06,Mecca,Retail,0
CUST_01630,2021-01-02,Dammam,Retail,0
CUST_01631,2021-10-09,Riyadh,Retail,1
CUST_01632,2020-12-14,Riyadh,VIP,1
CUST_01633,2020-10-23,Jeddah,Retail,0
CUST_01634,2021-01-28,Jeddah,Retail,0
CUST_01635,2020-04-19,Dammam,Retail,1
CUST_01636,2021-03-24,Jeddah,Retail,0
CUST_01637,2022-01-07,Medina,Retail,0
CUST_01638,2022-03-22,Medina,Retail,0
CUST_01639,2022-05-04,Mecca,Corporate,0
CUST_01640,2020-12-13,Riyadh,Retail,1
CUST_01641,2021-02-19,Riyadh,Retail,0
CUST_01642,2021-06-19,Mecca,Corporate,1
CUST_01643,2021-07-03,Jeddah,Retail,0
CUST_01644,2020-03-14,Riyadh,Retail,0
CUST_01645,2020-01-20,Mecca,Corporate,0
CUST_01646,2020-09-05,Jeddah,Retail,0
CUST_01647,2020-11-10,Riyadh,Retail,0
CUST_01648,2021-08-28,Riyadh,VIP,0
CUST_01649,2021-05-24,Medina,Retail,0
CUST_01650,2022-04-03,Jeddah,Retail,1
CUST_01651,2022-01-25,Mecca,Retail,3
CUST_01652,2021-08-12,Medina,Retail,1
CUST_01653,2022-03-23,Jeddah,Retail,0
CUST_01654,2020-12-09,Riyadh,Retail,0
CUST_01655,2021-03-01,Jeddah,Retail,0
