customerid,lasttouch,leadscore,city,nps_score,clv
C00898,2025-02-09 23:14:55,64,Riyadh,64,3693.7
C00899,2024-09-19 23:14:55,94,Jeddah,91,1195.6
C00900,2024-11-21 23:14:55,80,Medina,65,12298.99
C00901,2025-01-19 23:14:55,89,Dammam,33,9884.36
C00902,2025-06-24 23:14:55,20,Dammam,53,7831.27
C00903,2024-12-02 23:14:55,78,Medina,41,9557.56
C00904,2024-12-03 23:14:55,100,Jeddah,65,5205.61
C00905,2024-10-06 23:14:55,54,Khobar,33,485.99
C00906,2024-10-06 23:14:55,84,Riyadh,51,13412.12
C00907,2025-02-19 23:14:55,64,Mecca,76,3578.98
C00908,2024-12-28 23:14:55,79,Khobar,20,3936.08
C00909,2024-10-09 23:14:55,10,Riyadh,87,1424.43
C00910,2024-09-04 23:14:55,72,Khobar,36,12732.81
C00911,2024-09-22 23:14:55,45,Riyadh,75,260.62
C00912,2025-08-03 23:14:55,25,Jeddah,31,5516.36
C00913,2025-02-13 23:14:55,40,Medina,100,1851.11
C00914,2024-09-01 23:14:55,18,Riyadh,23,11015.52
C00915,2024-12-27 23:14:55,44,Medina,89,5585.36
C00916,2025-01-23 23:14:55,99,Jeddah,97,9719.13
C00917,2025-06-07 23:14:55,87,Riyadh,48,12510.01
C00918,2024-12-22 23:14:55,22,Jeddah,38,3788.1
C00919,2025-07-22 23:14:55,46,Mecca,82,6117.97
C00920,2024-11-19 23:14:55,60,Jeddah,55,8245.37
C00921,2025-02-05 23:14:55,21,Mecca,62,9243.25
C00922,2025-08-31 23:14:55,24,Dammam,58,4834.83
C00923,2024-11-24 23:14:55,66,Khobar,33,6864.09
C00924,2025-06-02 23:14:55,11,Khobar,55,2855.08
C00925,2025-07-25 23:14:55,18,Riyadh,44,7589.34
C00926,2025-01-29 23:14:55,51,Dammam,20,13618.02
C00927,2025-06-08 23:14:55,19,Medina,20,11024.12
C00928,2024-09-13 23:14:55,23,Riyadh,81,3424.09
C00929,2024-09-19 23:14:55,54,Mecca,99,9273.26
C00930,2025-07-13 23:14:55,71,Mecca,81,6653.23
C00931,2025-07-17 23:14:55,64,Medina,68,14661.9
C00932,2025-08-14 23:14:55,20,Medina,69,14580.49
C00933,2025-04-02 23:14:55,82,Khobar,63,2978.36
C00934,2025-05-06 23:14:55,56,Jeddah,54,6849.64
C00935,2024-08-25 23:14:55,70,Jeddah,37,8034.8
C00936,2024-08-27 23:14:55,96,Dammam,23,7553.05
C00937,2024-11-12 23:14:55,34,Dammam,83,2364.97
C00938,2024-11-23 23:14:55,54,Riyadh,74,1645.93
C00939,2024-09-09 23:14:55,78,Mecca,96,14165.24
C00940,2024-11-30 23:14:55,35,Medina,83,10064.77
C00941,2025-09-05 23:14:55,23,Riyadh,59,8327.4
C00942,2025-07-12 23:14:55,96,Medina,25,13706.54
C00943,2025-06-19 23:14:55,73,Mecca,23,11263.1
C00944,2025-05-14 23:14:55,60,Mecca,55,10746.22
C00945,2025-03-17 23:14:55,99,Jeddah,80,5999.8
C00946,2024-08-30 23:14:55,90,Khobar,25,5432.86
C00947,2025-07-04 23:14:55,73,Dammam,42,2883.69
C00948,2025-01-01 23:14:55,54,Jeddah,59,13718.83
C00949,2025-03-31 23:14:55,49,Dammam,80,7258.67
C00950,2024-09-28 23:14:55,17,Riyadh,35,4822.07
C00951,2025-02-05 23:14:55,94,Khobar,21,7378.37
C00952,2024-12-14 23:14:55,59,Medina,92,10731.86
C00953,2025-05-26 23:14:55,53,Jeddah,85,13675.15
C00954,2025-06-09 23:14:55,83,Dammam,82,10800.35
C00955,2024-08-23 23:14:55,44,Dammam,77,9006.52
C00956,2024-09-14 23:14:55,97,Khobar,71,13501.94
C00957,2025-04-01 23:14:55,83,Dammam,30,4285.79
C00958,2025-05-04 23:14:55,55,Jeddah,22,12857.26
C00959,2025-05-21 23:14:55,32,Mecca,45,1896.11
C00960,2025-05-02 23:14:55,91,Khobar,85,14986.58
C00961,2024-09-05 23:14:55,82,Medina,34,11453.28
C00962,2025-06-24 23:14:55,72,Mecca,53,1967.2
C00963,2024-09-30 23:14:55,52,Dammam,84,8486.22
C00964,2025-03-13 23:14:55,86,Jeddah,68,4839.8
C00965,2025-03-28 23:14:55,96,Jeddah,89,2301.78
C00966,2025-01-10 23:14:55,37,Riyadh,78,10545.66
C00967,2025-09-02 23:14:55,43,Khobar,34,6569.64
C00968,2024-11-17 23:14:55,35,Khobar,97,10438.91
C00969,2025-06-20 23:14:55,44,Khobar,35,7881.27
C00970,2025-04-03 23:14:55,12,Dammam,57,7899.81
C00971,2025-08-14 23:14:55,11,Jeddah,69,346.98
C00972,2025-01-04 23:14:55,11,Riyadh,87,10625.26
C00973,2025-02-21 23:14:55,26,Mecca,54,511.63
C00974,2025-07-10 23:14:55,81,Medina,47,14159.79
C00975,2025-05-26 23:14:55,90,Mecca,26,512.3
C00976,2024-11-22 23:14:55,33,Khobar,80,3317.83
C00977,2024-12-21 23:14:55,51,Medina,39,8395.04
C00978,2024-11-10 23:14:55,32,Riyadh,60,7434.76
C00979,2025-07-03 23:14:55,61,Khobar,83,2409.48
C00980,2024-12-10 23:14:55,31,Medina,65,7367.69
C00981,2025-08-06 23:14:55,56,Khobar,77,7393.33
C00982,2024-09-08 23:14:55,25,Mecca,81,4965.3
C00983,2025-02-18 23:14:55,39,Dammam,97,6699.58
C00984,2024-08-15 23:14:55,58,Medina,96,691.31
C00985,2025-02-24 23:14:55,24,Jeddah,87,13121.16
C00986,2025-05-14 23:14:55,88,Mecca,72,8058.89
C00987,2025-06-24 23:14:55,84,Khobar,85,9841.22
C00988,2025-05-30 23:14:55,62,Riyadh,94,1154.82
C00989,2025-03-25 23:14:55,66,Mecca,33,7165.56
C00990,2025-05-30 23:14:55,11,Riyadh,26,10398.37
C00991,2025-08-30 23:14:55,90,Dammam,67,5714.95
C00992,2025-05-08 23:14:55,20,Jeddah,61,8320.99
C00993,2025-02-19 23:14:55,80,Mecca,94,14119.16
C00994,2025-01-08 23:14:55,49,Mecca,86,2273.28
C00995,2024-12-08 23:14:55,68,Riyadh,60,13582.43
C00996,2024-12-13 23:14:55,36,Riyadh,44,14952.1
C00997,2025-07-26 23:14:55,79,Riyadh,51,10081.67
C00998,2025-09-04 23:14:55,26,Khobar,31,4933.24
C00999,2025-01-05 23:14:55,40,Medina,39,14110.34
C01000,2025-09-10 23:14:55,78,Mecca,46,10544.39
C01001,2025-07-24 23:14:55,58,Mecca,43,2173.49
C01002,2025-01-16 23:14:55,85,Khobar,56,7113.59
C01003,2025-07-31 23:14:55,18,Riyadh,21,8921.97
C01004,2025-07-10 23:14:55,17,Mecca,57,7833.91
C01005,2025-07-18 23:14:55,62,Riyadh,32,1000.33
C01006,2025-05-09 23:14:55,64,Dammam,42,8377.74
C01007,2024-09-27 23:14:55,57,Medina,81,11804.44
C01008,2025-08-13 23:14:55,23,Jeddah,67,8177.61
C01009,2024-11-08 23:14:55,62,Mecca,80,1665.21
C01010,2025-02-13 23:14:55,54,Mecca,40,9679.97
C01011,2024-10-14 23:14:55,40,Dammam,21,2525.62
C01012,2025-02-17 23:14:55,63,Mecca,98,7906.02
C01013,2025-06-01 23:14:55,27,Dammam,76,10812.79
C01014,2025-05-29 23:14:55,82,Jeddah,92,11389.43
C01015,2025-02-03 23:14:55,59,Dammam,42,8656.57
C01016,2024-11-22 23:14:55,18,Riyadh,46,6875.53
C01017,2025-04-22 23:14:55,18,Riyadh,40,8199.73
C01018,2025-05-29 23:14:55,85,Jeddah,29,9868.18
C01019,2025-03-21 23:14:55,95,Medina,68,7308.98
C01020,2024-08-25 23:14:55,53,Jeddah,25,10260.57
C01021,2025-06-16 23:14:55,26,Jeddah,21,12642.82
C01022,2025-04-26 23:14:55,73,Khobar,48,380.06
C01023,2024-11-14 23:14:55,26,Medina,53,8656.93
C01024,2025-08-30 23:14:55,67,Jeddah,55,14411.63
C01025,2024-12-16 23:14:55,32,Medina,55,1529.68
C01026,2024-12-07 23:14:55,37,Riyadh,47,5320.54
C01027,2025-01-17 23:14:55,28,Mecca,23,7134.97
C01028,2024-09-29 23:14:55,18,Khobar,95,325.96
C01029,2025-04-28 23:14:55,100,Mecca,81,3387.31
C01030,2025-04-25 23:14:55,27,Mecca,79,2636.47
C01031,2025-06-17 23:14:55,16,Riyadh,86,8576.9
C01032,2025-03-09 23:14:55,78,Dammam,21,9243.37
C01033,2024-10-12 23:14:55,23,Medina,66,11934.15
C01034,2025-08-06 23:14:55,69,Medina,56,9951.05
C01035,2024-11-14 23:14:55,74,Medina,72,2031.13
C01036,2025-09-04 23:14:55,62,Riyadh,88,14191.34
C01037,2025-01-10 23:14:55,41,Dammam,72,14945.11
C01038,2025-05-14 23:14:55,90,Khobar,88,8966.61
C01039,2025-08-12 23:14:55,57,Mecca,40,3770.26
C01040,2024-11-16 23:14:55,76,Jeddah,43,14737.76
C01041,2025-08-13 23:14:55,27,Mecca,93,9510.8
C01042,2025-08-09 23:14:55,60,Mecca,71,5557.18
C01043,2025-07-21 23:14:55,56,Jeddah,28,6973.09
C01044,2025-01-05 23:14:55,66,Khobar,40,3680.24
C01045,2025-04-22 23:14:55,36,Medina,75,5925.28
C01046,2025-02-11 23:14:55,46,Medina,76,9344.86
C01047,2024-10-12 23:14:55,94,Jeddah,57,9507.83
C01048,2025-03-26 23:14:55,93,Dammam,20,3299.17
C01049,2025-03-14 23:14:55,12,Medina,54,5773.77
C01050,2024-08-11 23:14:55,99,Dammam,26,10559.01
C01051,2025-07-23 23:14:55,51,Medina,37,6750.27
C01052,2025-02-18 23:14:55,54,Riyadh,24,9384.18
C01053,2025-02-24 23:14:55,14,Riyadh,51,602.29
C01054,2025-03-12 23:14:55,98,Jeddah,84,5178.44
C01055,2024-11-06 23:14:55,95,Jeddah,45,12447.93
C01056,2024-08-25 23:14:55,99,Jeddah,99,9632.93
C01057,2025-05-17 23:14:55,26,Mecca,42,8842.64
C01058,2025-07-13 23:14:55,87,Khobar,53,14820.62
C01059,2024-10-24 23:14:55,53,Mecca,82,13513.0
C01060,2025-05-16 23:14:55,93,Riyadh,52,3317.35
C01061,2025-05-10 23:14:55,86,Khobar,94,11612.13
C01062,2025-08-09 23:14:55,32,Mecca,51,6238.32
C01063,2025-08-25 23:14:55,65,Medina,35,9124.09
C01064,2025-01-29 23:14:55,95,Khobar,79,9698.54
C01065,2025-08-13 23:14:55,60,Khobar,35,9225.72
C01066,2025-01-13 23:14:55,78,Medina,26,14053.46
C01067,2024-10-20 23:14:55,20,Jeddah,90,7012.2
C01068,2024-10-03 23:14:55,18,Dammam,72,13213.57
C01069,2024-10-13 23:14:55,84,Jeddah,92,14438.14
C01070,2025-04-30 23:14:55,93,Dammam,31,868.97
C01071,2025-03-23 23:14:55,58,Riyadh,82,11479.94
C01072,2025-06-21 23:14:55,43,Riyadh,36,14569.4
C01073,2025-04-26 23:14:55,26,Mecca,24,14049.4
C01074,2024-10-16 23:14:55,66,Jeddah,85,13531.87
C01075,2025-06-14 23:14:55,91,Khobar,79,1821.65
C01076,2025-01-22 23:14:55,95,Riyadh,28,2922.43
C01077,2025-03-22 23:14:55,61,Riyadh,59,8379.08
C01078,2025-02-11 23:14:55,66,Jeddah,34,3991.57
C01079,2025-05-23 23:14:55,62,Dammam,55,13986.52
C01080,2024-11-23 23:14:55,39,Mecca,68,1297.16
C01081,2025-01-20 23:14:55,50,Riyadh,96,14134.81
C01082,2024-12-31 23:14:55,75,Riyadh,100,14610.19
C01083,2024-09-25 23:14:55,11,Medina,27,12985.39
C01084,2025-03-09 23:14:55,23,Riyadh,87,8359.71
C01085,2025-06-18 23:14:55,81,Mecca,34,12991.2
C01086,2025-02-24 23:14:55,15,Riyadh,41,11289.66
C01087,2025-05-09 23:14:55,40,Khobar,53,4406.53
C01088,2024-08-14 23:14:55,24,Dammam,20,2617.19
C01089,2025-08-27 23:14:55,19,Jeddah,48,8463.64
C01090,2025-08-08 23:14:55,62,Khobar,23,9501.05
C01091,2024-11-24 23:14:55,27,Riyadh,39,13790.29
C01092,2024-11-04 23:14:55,34,Medina,78,76.13
C01093,2024-11-12 23:14:55,89,Dammam,82,13903.72
C01094,2025-02-11 23:14:55,41,Khobar,50,2270.32
C01095,2025-06-05 23:14:55,38,Medina,26,13531.9
C01096,2025-09-07 23:14:55,29,Riyadh,46,2594.73
C01097,2024-09-23 23:14:55,51,Riyadh,40,1842.94
C01098,2025-04-29 23:14:55,11,Dammam,25,5868.41
C01099,2025-07-05 23:14:55,26,Jeddah,54,1452.82
C01100,2025-04-11 23:14:55,77,Riyadh,71,704.16
C01101,2025-02-20 23:14:55,44,Medina,95,10281.96
C01102,2024-12-30 23:14:55,30,Khobar,52,6825.91
C01103,2025-02-03 23:14:55,87,Dammam,23,9560.1
C01104,2025-06-19 23:14:55,85,Medina,21,12973.24
C01105,2025-06-16 23:14:55,69,Dammam,71,8808.85
C01106,2024-11-07 23:14:55,84,Mecca,22,12419.58
C01107,2025-04-29 23:14:55,50,Mecca,25,10102.61
C01108,2024-12-02 23:14:55,33,Medina,22,12565.68
C01109,2025-06-19 23:14:55,65,Dammam,99,2029.64
C01110,2024-12-05 23:14:55,31,Mecca,99,7391.47
C01111,2024-09-02 23:14:55,52,Mecca,47,8671.58
C01112,2025-06-09 23:14:55,99,Jeddah,82,4379.22
C01113,2025-05-21 23:14:55,66,Riyadh,54,832.6
C01114,2024-08-27 23:14:55,33,Dammam,69,8159.29
C01115,2024-08-24 23:14:55,88,Mecca,24,13713.3
C01116,2024-12-13 23:14:55,54,Khobar,73,4422.88
C01117,2025-07-02 23:14:55,92,Mecca,21,6199.63
C01118,2025-03-28 23:14:55,89,Khobar,49,1809.17
C01119,2025-05-02 23:14:55,76,Jeddah,50,11424.45
C01120,2024-12-15 23:14:55,32,Riyadh,77,9150.05
C01121,2025-02-26 23:14:55,90,Jeddah,60,14571.37
C01122,2024-08-13 23:14:55,48,Medina,63,6796.03
C01123,2025-05-02 23:14:55,95,Khobar,91,11143.72
C01124,2025-04-27 23:14:55,25,Khobar,47,12600.83
C01125,2025-07-06 23:14:55,39,Riyadh,75,5748.17
C01126,2025-08-08 23:14:55,63,Riyadh,43,12546.32
C01127,2025-06-12 23:14:55,38,Riyadh,24,14118.44
C01128,2024-08-17 23:14:55,96,Khobar,90,1060.74
C01129,2024-10-06 23:14:55,69,Khobar,47,10291.45
C01130,2025-06-07 23:14:55,100,Jeddah,53,9246.0
C01131,2025-03-27 23:14:55,28,Medina,21,3814.31
C01132,2024-08-11 23:14:55,28,Jeddah,55,2226.58
C01133,2025-08-14 23:14:55,55,Khobar,41,6232.82
C01134,2025-01-05 23:14:55,35,Dammam,86,9743.64
C01135,2024-12-26 23:14:55,88,Medina,21,9692.59
C01136,2024-08-16 23:14:55,58,Medina,34,3767.22
C01137,2024-10-25 23:14:55,98,Mecca,90,11565.38
C01138,2024-09-19 23:14:55,59,Mecca,49,9919.32
C01139,2024-10-09 23:14:55,88,Dammam,63,4391.0
C01140,2025-08-23 23:14:55,13,Medina,41,12259.24
C01141,2025-09-09 23:14:55,100,Jeddah,40,13172.02
C01142,2025-02-03 23:14:55,68,Riyadh,91,14799.61
C01143,2025-02-11 23:14:55,84,Jeddah,66,1583.49
C01144,2025-01-12 23:14:55,10,Mecca,60,7361.2
C01145,2024-09-14 23:14:55,30,Riyadh,81,2899.34
C01146,2025-09-03 23:14:55,97,Khobar,49,7815.59
C01147,2025-06-12 23:14:55,17,Dammam,26,176.7
C01148,2025-08-25 23:14:55,37,Dammam,95,227.18
C01149,2025-07-30 23:14:55,24,Dammam,27,8408.97
C01150,2025-08-19 23:14:55,82,Riyadh,42,12288.43
C01151,2025-06-19 23:14:55,24,Riyadh,20,2999.64
C01152,2024-12-09 23:14:55,77,Mecca,81,7699.76
C01153,2025-03-26 23:14:55,24,Dammam,57,1621.27
C01154,2024-12-30 23:14:55,84,Riyadh,40,6410.58
C01155,2025-04-20 23:14:55,17,Medina,30,13098.21
C01156,2025-02-24 23:14:55,32,Jeddah,56,12985.95
C01157,2024-11-13 23:14:55,55,Mecca,66,5556.07
C01158,2025-05-23 23:14:55,75,Khobar,81,788.36
C01159,2025-01-12 23:14:55,84,Jeddah,31,4793.98
C01160,2025-04-12 23:14:55,30,Riyadh,42,13806.0
C01161,2024-08-28 23:14:55,16,Khobar,66,8258.4
C01162,2025-06-03 23:14:55,27,Dammam,86,3440.49
C01163,2025-08-12 23:14:55,99,Mecca,67,14031.88
C01164,2025-01-10 23:14:55,52,Riyadh,59,3854.5
C01165,2024-11-05 23:14:55,61,Mecca,47,2764.46
C01166,2025-06-28 23:14:55,47,Jeddah,70,6104.29
C01167,2025-04-07 23:14:55,72,Riyadh,43,9005.53
C01168,2024-12-26 23:14:55,44,Mecca,39,2796.93
C01169,2025-09-01 23:14:55,88,Mecca,22,267.5
C01170,2024-08-28 23:14:55,47,Medina,48,11742.34
C01171,2025-07-25 23:14:55,15,Khobar,28,6536.64
C01172,2025-08-13 23:14:55,87,Medina,76,10923.69
C01173,2024-09-01 23:14:55,65,Khobar,78,9758.16
C01174,2025-05-06 23:14:55,41,Dammam,21,2450.18
C01175,2025-07-20 23:14:55,88,Mecca,47,13888.98
C01176,2025-08-28 23:14:55,74,Dammam,21,5596.27
C01177,2025-06-16 23:14:55,36,Riyadh,48,11629.25
C01178,2025-01-01 23:14:55,46,Medina,29,5372.67
C01179,2024-12-06 23:14:55,25,Jeddah,50,14062.7
C01180,2025-05-08 23:14:55,32,Mecca,89,9602.03
C01181,2025-07-18 23:14:55,56,Jeddah,30,9888.87
C01182,2025-01-30 23:14:55,40,Dammam,92,11043.27
C01183,2024-11-23 23:14:55,11,Jeddah,61,3393.27
C01184,2024-11-21 23:14:55,93,Khobar,94,8560.82
C01185,2024-09-11 23:14:55,54,Jeddah,62,12369.94
C01186,2025-06-29 23:14:55,80,Jeddah,81,5834.14
C01187,2025-04-12 23:14:55,92,Dammam,32,7851.2
C01188,2025-07-23 23:14:55,64,Khobar,36,10874.42
C01189,2025-06-10 23:14:55,59,Riyadh,34,12137.32
C01190,2025-06-04 23:14:55,60,Medina,38,3942.7
C01191,2024-10-24 23:14:55,47,Riyadh,35,8649.88
C01192,2025-01-19 23:14:55,95,Riyadh,100,3026.68
C01193,2024-08-18 23:14:55,83,Jeddah,60,8495.2
C01194,2025-06-28 23:14:55,85,Dammam,66,13162.68
C01195,2025-04-30 23:14:55,13,Riyadh,62,10938.96
C01196,2025-04-29 23:14:55,90,Riyadh,69,3583.99
C01197,2025-07-04 23:14:55,21,Jeddah,90,2773.0
C01198,2025-09-03 23:14:55,11,Jeddah,70,11647.51
C01199,2024-08-29 23:14:55,27,Riyadh,74,8327.54
C01200,2025-02-10 23:14:55,22,Riyadh,25,8395.41
