orderid,customerid,date,timestamp,netsale,category,city,segment
ORD_0011313,CUST_00519,2025-06-28,2025-06-28 00:00:00.000000,821.76,Wellness,Dammam,Retail
ORD_0011314,CUST_00667,2023-12-20,2023-12-20 00:00:00.000000,610.44,Medication,Jeddah,Retail
ORD_0011315,CUST_00472,2022-05-05,2022-05-05 00:00:00.000000,386.39,Wellness,Medina,Retail
ORD_0011316,CUST_01639,2025-04-17,2025-04-17 00:00:00.000000,837.15,Personal Care,Mecca,Corporate
ORD_0011317,CUST_00084,2021-01-21,2021-01-21 00:00:00.000000,312.51,Wellness,Riyadh,Retail
ORD_0011318,CUST_00649,2024-06-26,2024-06-26 00:00:00.000000,730.7,Medication,Dammam,Retail
ORD_0011319,CUST_01171,2023-02-24,2023-02-24 00:00:00.000000,967.07,Wellness,Riyadh,VIP
ORD_0011320,CUST_01051,2022-11-06,2022-11-06 00:00:00.000000,714.57,Personal Care,Riyadh,Retail
ORD_0011321,CUST_00029,2022-10-01,2022-10-01 00:00:00.000000,859.75,Wellness,Mecca,Retail
ORD_0011322,CUST_01031,2025-05-20,2025-05-20 00:00:00.000000,486.71,Personal Care,Jeddah,Retail
ORD_0011323,CUST_00383,2025-07-13,2025-07-13 00:00:00.000000,806.82,Medication,Jeddah,Corporate
ORD_0011324,CUST_01005,2025-06-09,2025-06-09 00:00:00.000000,89.53,Wellness,Riyadh,Corporate
ORD_0011325,CUST_00377,2021-04-25,2021-04-25 00:00:00.000000,750.98,Personal Care,Mecca,Corporate
ORD_0011326,CUST_01599,2022-07-30,2022-07-30 00:00:00.000000,817.81,Personal Care,Riyadh,Corporate
ORD_0011327,CUST_01954,2024-08-22,2024-08-22 00:00:00.000000,50.39,Wellness,Mecca,Retail
ORD_0011328,CUST_01912,2025-05-19,2025-05-19 00:00:00.000000,893.03,Wellness,Jeddah,Retail
ORD_0011329,CUST_01165,2023-05-31,2023-05-31 00:00:00.000000,61.02,Wellness,Mecca,VIP
ORD_0011330,CUST_01185,2025-05-02,2025-05-02 00:00:00.000000,628.09,Personal Care,Mecca,Retail
ORD_0011331,CUST_01291,2022-11-25,2022-11-25 00:00:00.000000,571.94,Personal Care,Medina,VIP
ORD_0011332,CUST_01673,2023-08-17,2023-08-17 00:00:00.000000,236.22,Personal Care,Mecca,Retail
ORD_0011333,CUST_00490,2023-05-03,2023-05-03 00:00:00.000000,425.77,Wellness,Dammam,Retail
ORD_0011334,CUST_01614,2020-05-12,2020-05-12 00:00:00.000000,188.72,Medication,Mecca,Corporate
ORD_0011335,CUST_01807,2023-06-15,2023-06-15 00:00:00.000000,482.16,Medication,Medina,VIP
ORD_0011336,CUST_00082,2024-11-05,2024-11-05 00:00:00.000000,874.58,Medication,Medina,Retail
ORD_0011337,CUST_00735,2023-09-23,2023-09-23 00:00:00.000000,148.63,Personal Care,Medina,Corporate
ORD_0011338,CUST_01201,2023-03-28,2023-03-28 00:00:00.000000,584.34,Medication,Riyadh,Retail
ORD_0011339,CUST_01083,2023-09-23,2023-09-23 00:00:00.000000,537.77,Wellness,Jeddah,Retail
ORD_0011340,CUST_00145,2023-09-07,2023-09-07 00:00:00.000000,134.21,Medication,Medina,Retail
ORD_0011341,CUST_00585,2024-04-20,2024-04-20 00:00:00.000000,866.06,Wellness,Riyadh,Retail
ORD_0011342,CUST_01688,2023-07-12,2023-07-12 00:00:00.000000,898.99,Medication,Jeddah,Retail
ORD_0011343,CUST_01574,2022-07-18,2022-07-18 00:00:00.000000,906.47,Medication,Riyadh,Retail
ORD_0011344,CUST_01619,2023-11-29,2023-11-29 00:00:00.000000,430.34,Wellness,Mecca,Retail
ORD_0011345,CUST_01054,2024-03-11,2024-03-11 00:00:00.000000,637.0,Wellness,Medina,Retail
ORD_0011346,CUST_01468,2024-01-29,2024-01-29 00:00:00.000000,783.26,Medication,Medina,Retail
ORD_0011347,CUST_00248,2024-10-01,2024-10-01 00:00:00.000000,39.5,Wellness,Mecca,Retail
ORD_0011348,CUST_00108,2021-08-09,2021-08-09 00:00:00.000000,694.95,Wellness,Riyadh,Retail
ORD_0011349,CUST_00031,2023-09-18,2023-09-18 00:00:00.000000,825.87,Medication,Dammam,Retail
ORD_0011350,CUST_01519,2024-07-28,2024-07-28 00:00:00.000000,788.9,Personal Care,Dammam,Retail
ORD_0011351,CUST_01423,2024-12-05,2024-12-05 00:00:00.000000,362.48,Wellness,Mecca,Retail
ORD_0011352,CUST_01873,2020-11-28,2020-11-28 00:00:00.000000,667.82,Personal Care,Jeddah,Retail
ORD_0011353,CUST_01666,2021-09-16,2021-09-16 00:00:00.000000,782.37,Wellness,Medina,Retail
ORD_0011354,CUST_00883,2022-11-09,2022-11-09 00:00:00.000000,393.96,Wellness,Jeddah,VIP
ORD_0011355,CUST_00812,2022-12-02,2022-12-02 00:00:00.000000,423.5,Medication,Jeddah,Retail
ORD_0011356,CUST_00569,2022-07-06,2022-07-06 00:00:00.000000,720.0,Medication,Riyadh,Retail
ORD_0011357,CUST_00010,2022-02-14,2022-02-14 00:00:00.000000,840.15,Wellness,Mecca,Retail
ORD_0011358,CUST_00538,2023-02-22,2023-02-22 00:00:00.000000,458.4,Personal Care,Riyadh,Corporate
ORD_0011359,CUST_00199,2021-10-18,2021-10-18 00:00:00.000000,762.77,Medication,Medina,Retail
ORD_0011360,CUST_00390,2021-08-24,2021-08-24 00:00:00.000000,164.32,Personal Care,Jeddah,Retail
ORD_0011361,CUST_01403,2025-01-11,2025-01-11 00:00:00.000000,696.01,Wellness,Riyadh,Corporate
ORD_0011362,CUST_01598,2022-10-28,2022-10-28 00:00:00.000000,649.35,Medication,Dammam,Corporate
ORD_0011363,CUST_01475,2023-05-14,2023-05-14 00:00:00.000000,283.2,Wellness,Medina,Corporate
ORD_0011364,CUST_00565,2022-03-03,2022-03-03 00:00:00.000000,481.3,Wellness,Jeddah,Retail
ORD_0011365,CUST_01103,2023-11-11,2023-11-11 00:00:00.000000,998.72,Medication,Riyadh,Retail
ORD_0011366,CUST_01430,2024-05-22,2024-05-22 21:27:26.757062,69.45,Personal Care,Jeddah,Retail
ORD_0011367,CUST_00176,2022-01-21,2022-01-21 00:00:00.000000,539.08,Personal Care,Jeddah,Retail
ORD_0011368,CUST_01498,2023-02-04,2023-02-04 00:00:00.000000,509.59,Personal Care,Dammam,Corporate
ORD_0011369,CUST_00440,2025-03-14,2025-03-14 00:00:00.000000,955.48,Personal Care,Mecca,Retail
ORD_0011370,CUST_01361,2025-08-22,2025-08-22 00:00:00.000000,103.54,Wellness,Dammam,Retail
ORD_0011371,CUST_01987,2025-02-25,2025-02-25 00:00:00.000000,649.3,Medication,Medina,VIP
ORD_0011372,CUST_00176,2023-03-01,2023-03-01 00:00:00.000000,970.74,Wellness,Jeddah,Retail
ORD_0011373,CUST_01384,2024-01-10,2024-01-10 21:27:26.757083,66.88,Wellness,Medina,Retail
ORD_0011374,CUST_01020,2025-09-07,2025-09-07 00:00:00.000000,351.7,Personal Care,Medina,Retail
ORD_0011375,CUST_00434,2021-11-03,2021-11-03 00:00:00.000000,518.79,Personal Care,Mecca,Retail
ORD_0011376,CUST_01483,2023-06-04,2023-06-04 00:00:00.000000,153.1,Medication,Jeddah,Retail
ORD_0011377,CUST_01362,2024-12-12,2024-12-12 00:00:00.000000,295.25,Personal Care,Dammam,Corporate
ORD_0011378,CUST_01910,2024-01-27,2024-01-27 00:00:00.000000,36.2,Personal Care,Medina,Retail
ORD_0011379,CUST_01109,2021-03-13,2021-03-13 00:00:00.000000,259.66,Personal Care,Medina,Retail
ORD_0011380,CUST_00610,2021-08-15,2021-08-15 00:00:00.000000,558.18,Personal Care,Medina,VIP
ORD_0011381,CUST_00462,2021-02-01,2021-02-01 00:00:00.000000,952.08,Wellness,Dammam,Retail
ORD_0011382,CUST_00928,2022-07-21,2022-07-21 00:00:00.000000,84.41,Wellness,Dammam,Retail
ORD_0011383,CUST_00511,2022-12-02,2022-12-02 00:00:00.000000,844.15,Medication,Mecca,Retail
ORD_0011384,CUST_00136,2022-01-08,2022-01-08 00:00:00.000000,433.79,Medication,Jeddah,Retail
ORD_0011385,CUST_00708,2023-04-20,2023-04-20 00:00:00.000000,794.14,Wellness,Riyadh,Retail
ORD_0011386,CUST_00169,2022-01-17,2022-01-17 00:00:00.000000,483.52,Personal Care,Mecca,Retail
ORD_0011387,CUST_00077,2023-03-14,2023-03-14 00:00:00.000000,172.68,Personal Care,Riyadh,Retail
ORD_0011388,CUST_01327,2025-02-09,2025-02-09 00:00:00.000000,478.52,Personal Care,Medina,Retail
ORD_0011389,CUST_01224,2025-08-10,2025-08-10 00:00:00.000000,709.55,Wellness,Jeddah,Retail
ORD_0011390,CUST_01423,2021-04-14,2021-04-14 00:00:00.000000,314.66,Personal Care,Mecca,Retail
ORD_0011391,CUST_01680,2023-10-27,2023-10-27 00:00:00.000000,30.47,Wellness,Mecca,Retail
ORD_0011392,CUST_00825,2025-04-13,2025-04-13 00:00:00.000000,843.97,Personal Care,Riyadh,Retail
ORD_0011393,CUST_01760,2024-10-09,2024-10-09 00:00:00.000000,203.13,Medication,Mecca,Retail
ORD_0011394,CUST_01446,2020-06-23,2020-06-23 00:00:00.000000,987.26,Wellness,Mecca,Retail
ORD_0011395,CUST_00623,2023-08-05,2023-08-05 00:00:00.000000,373.82,Medication,Jeddah,Retail
ORD_0011396,CUST_01198,2024-08-12,2024-08-12 00:00:00.000000,335.34,Personal Care,Riyadh,Retail
ORD_0011397,CUST_00772,2023-02-18,2023-02-18 00:00:00.000000,130.63,Medication,Medina,Retail
ORD_0011398,CUST_01027,2025-04-07,2025-04-07 00:00:00.000000,599.91,Medication,Riyadh,Retail
ORD_0011399,CUST_01056,2024-02-21,2024-02-21 00:00:00.000000,416.2,Wellness,Mecca,Retail
ORD_0011400,CUST_01324,2023-06-11,2023-06-11 00:00:00.000000,554.56,Wellness,Medina,Retail
ORD_0011401,CUST_01350,2023-06-07,2023-06-07 00:00:00.000000,802.61,Wellness,Mecca,Retail
ORD_0011402,CUST_01367,2023-01-04,2023-01-04 00:00:00.000000,189.09,Personal Care,Riyadh,Retail
ORD_0011403,CUST_01824,2025-03-20,2025-03-20 00:00:00.000000,671.08,Wellness,Medina,Retail
ORD_0011404,CUST_01082,2024-05-23,2024-05-23 21:27:26.757172,255.79,Personal Care,Mecca,Retail
ORD_0011405,CUST_00120,2024-12-17,2024-12-17 00:00:00.000000,708.78,Wellness,Mecca,Retail
ORD_0011406,CUST_00754,2024-02-05,2024-02-05 00:00:00.000000,633.86,Wellness,Dammam,Retail
ORD_0011407,CUST_01524,2023-05-23,2023-05-23 00:00:00.000000,624.76,Medication,Mecca,Retail
ORD_0011408,CUST_01038,2025-03-21,2025-03-21 00:00:00.000000,361.03,Personal Care,Riyadh,Retail
ORD_0011409,CUST_01873,2023-06-24,2023-06-24 00:00:00.000000,255.2,Personal Care,Jeddah,Retail
ORD_0011410,CUST_01707,2024-05-20,2024-05-20 00:00:00.000000,905.03,Medication,Medina,Corporate
ORD_0011411,CUST_01916,2024-10-05,2024-10-05 00:00:00.000000,848.75,Wellness,Dammam,Retail
ORD_0011412,CUST_01036,2024-09-22,2024-09-22 00:00:00.000000,225.51,Personal Care,Mecca,Retail
ORD_0011413,CUST_01710,2025-06-27,2025-06-27 00:00:00.000000,813.79,Personal Care,Riyadh,Retail
ORD_0011414,CUST_00161,2024-10-28,2024-10-28 00:00:00.000000,107.16,Medication,Riyadh,Retail
ORD_0011415,CUST_01840,2024-11-23,2024-11-23 00:00:00.000000,462.88,Medication,Riyadh,Retail
ORD_0011416,CUST_00462,2021-10-12,2021-10-12 00:00:00.000000,62.59,Wellness,Dammam,Retail
ORD_0011417,CUST_01785,2021-10-03,2021-10-03 00:00:00.000000,448.02,Wellness,Medina,Retail
ORD_0011418,CUST_00931,2023-07-06,2023-07-06 00:00:00.000000,123.37,Medication,Mecca,Retail
ORD_0011419,CUST_01028,2025-03-14,2025-03-14 21:27:26.757216,646.06,Medication,Dammam,Retail
ORD_0011420,CUST_01539,2021-03-01,2021-03-01 00:00:00.000000,878.95,Medication,Riyadh,Retail
ORD_0011421,CUST_00120,2025-02-03,2025-02-03 00:00:00.000000,645.42,Wellness,Mecca,Retail
ORD_0011422,CUST_01688,2024-08-15,2024-08-15 00:00:00.000000,596.99,Medication,Jeddah,Retail
ORD_0011423,CUST_00163,2022-02-20,2022-02-20 00:00:00.000000,732.11,Personal Care,Mecca,Retail
ORD_0011424,CUST_01168,2022-07-08,2022-07-08 00:00:00.000000,126.76,Personal Care,Medina,Retail
ORD_0011425,CUST_01770,2024-04-05,2024-04-05 00:00:00.000000,882.25,Wellness,Medina,Retail
ORD_0011426,CUST_01572,2025-03-02,2025-03-02 00:00:00.000000,940.26,Medication,Dammam,Retail
ORD_0011427,CUST_01321,2024-08-20,2024-08-20 00:00:00.000000,716.47,Wellness,Dammam,VIP
ORD_0011428,CUST_00772,2022-06-12,2022-06-12 00:00:00.000000,527.35,Wellness,Medina,Retail
ORD_0011429,CUST_00873,2024-10-18,2024-10-18 00:00:00.000000,581.94,Personal Care,Jeddah,Retail
ORD_0011430,CUST_01301,2023-12-26,2023-12-26 00:00:00.000000,749.46,Wellness,Riyadh,VIP
ORD_0011431,CUST_01933,2022-11-17,2022-11-17 00:00:00.000000,628.62,Wellness,Medina,Retail
ORD_0011432,CUST_01810,2021-06-10,2021-06-10 00:00:00.000000,931.86,Personal Care,Jeddah,Retail
ORD_0011433,CUST_00213,2023-08-06,2023-08-06 00:00:00.000000,525.04,Personal Care,Mecca,Corporate
ORD_0011434,CUST_00243,2023-06-24,2023-06-24 00:00:00.000000,703.4,Medication,Jeddah,Corporate
ORD_0011435,CUST_01772,2024-03-14,2024-03-14 00:00:00.000000,792.58,Personal Care,Riyadh,Retail
ORD_0011436,CUST_01818,2021-07-05,2021-07-05 00:00:00.000000,845.96,Wellness,Mecca,Retail
ORD_0011437,CUST_00248,2025-07-19,2025-07-19 00:00:00.000000,480.7,Personal Care,Mecca,Retail
ORD_0011438,CUST_00775,2025-04-09,2025-04-09 00:00:00.000000,889.17,Wellness,Jeddah,Retail
ORD_0011439,CUST_00842,2025-06-28,2025-06-28 00:00:00.000000,588.67,Personal Care,Mecca,Retail
ORD_0011440,CUST_01728,2024-08-30,2024-08-30 00:00:00.000000,874.86,Wellness,Medina,Retail
ORD_0011441,CUST_01780,2023-05-21,2023-05-21 00:00:00.000000,680.58,Personal Care,Dammam,Retail
ORD_0011442,CUST_01662,2024-01-17,2024-01-17 00:00:00.000000,435.84,Wellness,Medina,Retail
ORD_0011443,CUST_00933,2023-01-09,2023-01-09 00:00:00.000000,927.8,Wellness,Medina,VIP
ORD_0011444,CUST_01720,2023-07-25,2023-07-25 00:00:00.000000,460.92,Wellness,Riyadh,Retail
ORD_0011445,CUST_01229,2023-05-11,2023-05-11 00:00:00.000000,500.63,Personal Care,Jeddah,Corporate
ORD_0011446,CUST_01362,2025-06-13,2025-06-13 00:00:00.000000,516.82,Wellness,Dammam,Corporate
ORD_0011447,CUST_00651,2021-03-30,2021-03-30 00:00:00.000000,737.72,Medication,Mecca,Retail
ORD_0011448,CUST_00393,2023-07-17,2023-07-17 00:00:00.000000,784.74,Medication,Medina,Retail
ORD_0011449,CUST_01159,2022-10-16,2022-10-16 00:00:00.000000,293.46,Personal Care,Dammam,Retail
ORD_0011450,CUST_00191,2025-07-20,2025-07-20 00:00:00.000000,671.0,Wellness,Dammam,Retail
ORD_0011451,CUST_01151,2023-10-24,2023-10-24 00:00:00.000000,416.25,Medication,Riyadh,Retail
ORD_0011452,CUST_00914,2023-04-18,2023-04-18 00:00:00.000000,651.88,Wellness,Mecca,Retail
ORD_0011453,CUST_00535,2023-08-05,2023-08-05 00:00:00.000000,22.96,Wellness,Mecca,Retail
ORD_0011454,CUST_00318,2022-06-15,2022-06-15 00:00:00.000000,973.59,Medication,Dammam,Retail
ORD_0011455,CUST_00277,2024-06-10,2024-06-10 21:27:26.757323,263.57,Personal Care,Dammam,Retail
ORD_0011456,CUST_01634,2023-07-16,2023-07-16 00:00:00.000000,686.83,Personal Care,Jeddah,Retail
ORD_0011457,CUST_01040,2024-10-12,2024-10-12 00:00:00.000000,889.52,Personal Care,Mecca,Corporate
ORD_0011458,CUST_01588,2024-10-02,2024-10-02 00:00:00.000000,943.58,Wellness,Riyadh,Corporate
ORD_0011459,CUST_00683,2024-09-28,2024-09-28 00:00:00.000000,410.38,Medication,Mecca,Retail
ORD_0011460,CUST_01048,2023-06-17,2023-06-17 00:00:00.000000,546.73,Personal Care,Riyadh,Corporate
ORD_0011461,CUST_00065,2024-08-28,2024-08-28 00:00:00.000000,606.49,Medication,Medina,Retail
ORD_0011462,CUST_01705,2025-01-06,2025-01-06 21:27:26.757344,788.03,Medication,Medina,Retail
ORD_0011463,CUST_01402,2022-11-25,2022-11-25 00:00:00.000000,358.88,Wellness,Mecca,Retail
ORD_0011464,CUST_00601,2023-10-06,2023-10-06 00:00:00.000000,97.16,Wellness,Medina,Retail
ORD_0011465,CUST_01828,2025-05-31,2025-05-31 00:00:00.000000,465.05,Wellness,Jeddah,Retail
ORD_0011466,CUST_01108,2024-04-08,2024-04-08 00:00:00.000000,409.06,Personal Care,Riyadh,Retail
ORD_0011467,CUST_00900,2024-07-22,2024-07-22 00:00:00.000000,775.86,Personal Care,Dammam,Retail
ORD_0011468,CUST_01292,2022-07-28,2022-07-28 00:00:00.000000,832.15,Wellness,Medina,VIP
ORD_0011469,CUST_00413,2023-11-28,2023-11-28 00:00:00.000000,386.19,Personal Care,Medina,Retail
ORD_0011470,CUST_01757,2021-06-15,2021-06-15 00:00:00.000000,970.52,Wellness,Mecca,Retail
ORD_0011471,CUST_01911,2021-08-30,2021-08-30 00:00:00.000000,638.52,Wellness,Riyadh,Retail
ORD_0011472,CUST_01974,2024-04-23,2024-04-23 21:27:26.757373,194.93,Medication,Dammam,Corporate
ORD_0011473,CUST_01146,2025-03-01,2025-03-01 00:00:00.000000,75.67,Medication,Dammam,Retail
ORD_0011474,CUST_00292,2025-01-09,2025-01-09 00:00:00.000000,119.02,Wellness,Jeddah,VIP
ORD_0011475,CUST_00868,2024-12-06,2024-12-06 00:00:00.000000,80.63,Personal Care,Dammam,Corporate
ORD_0011476,CUST_00156,2023-06-30,2023-06-30 00:00:00.000000,475.79,Medication,Riyadh,Retail
ORD_0011477,CUST_00548,2024-11-24,2024-11-24 00:00:00.000000,346.94,Personal Care,Medina,VIP
ORD_0011478,CUST_00325,2025-05-07,2025-05-07 00:00:00.000000,892.63,Medication,Riyadh,Retail
ORD_0011479,CUST_01863,2023-01-30,2023-01-30 00:00:00.000000,869.08,Personal Care,Medina,VIP
ORD_0011480,CUST_00045,2022-09-21,2022-09-21 00:00:00.000000,189.02,Personal Care,Dammam,Retail
ORD_0011481,CUST_01193,2024-10-26,2024-10-26 00:00:00.000000,409.64,Medication,Medina,Retail
ORD_0011482,CUST_01881,2024-01-02,2024-01-02 00:00:00.000000,397.09,Personal Care,Dammam,Retail
ORD_0011483,CUST_00184,2024-09-30,2024-09-30 00:00:00.000000,253.16,Wellness,Medina,Retail
ORD_0011484,CUST_01841,2025-07-08,2025-07-08 00:00:00.000000,271.63,Wellness,Medina,Retail
ORD_0011485,CUST_01710,2023-11-30,2023-11-30 00:00:00.000000,376.93,Medication,Riyadh,Retail
ORD_0011486,CUST_01962,2022-06-29,2022-06-29 00:00:00.000000,862.19,Wellness,Dammam,Retail
ORD_0011487,CUST_00745,2023-07-22,2023-07-22 00:00:00.000000,93.49,Wellness,Mecca,Retail
ORD_0011488,CUST_01527,2024-10-12,2024-10-12 00:00:00.000000,105.38,Wellness,Medina,Retail
ORD_0011489,CUST_00396,2021-02-26,2021-02-26 00:00:00.000000,696.45,Medication,Jeddah,Corporate
ORD_0011490,CUST_01049,2023-08-05,2023-08-05 00:00:00.000000,720.68,Wellness,Jeddah,Retail
ORD_0011491,CUST_00039,2021-03-02,2021-03-02 00:00:00.000000,457.53,Medication,Jeddah,Retail
ORD_0011492,CUST_00666,2023-01-11,2023-01-11 00:00:00.000000,901.32,Personal Care,Mecca,Retail
ORD_0011493,CUST_00002,2021-11-21,2021-11-21 00:00:00.000000,982.97,Wellness,Riyadh,Retail
ORD_0011494,CUST_00473,2024-04-09,2024-04-09 21:27:26.757436,274.46,Personal Care,Medina,Retail
ORD_0011495,CUST_00891,2024-10-17,2024-10-17 00:00:00.000000,438.46,Personal Care,Riyadh,Retail
ORD_0011496,CUST_00982,2025-06-30,2025-06-30 00:00:00.000000,517.13,Medication,Riyadh,Retail
ORD_0011497,CUST_00542,2021-12-15,2021-12-15 00:00:00.000000,322.76,Wellness,Medina,Retail
ORD_0011498,CUST_01941,2022-08-27,2022-08-27 00:00:00.000000,556.61,Personal Care,Dammam,Retail
ORD_0011499,CUST_00132,2023-11-22,2023-11-22 00:00:00.000000,231.75,Personal Care,Mecca,Retail
ORD_0011500,CUST_00035,2025-07-17,2025-07-17 00:00:00.000000,280.18,Personal Care,Medina,Retail
ORD_0011501,CUST_01550,2021-09-05,2021-09-05 00:00:00.000000,836.8,Wellness,Jeddah,Retail
ORD_0011502,CUST_01921,2022-09-26,2022-09-26 00:00:00.000000,606.6,Wellness,Medina,Retail
ORD_0011503,CUST_01304,2024-07-22,2024-07-22 00:00:00.000000,376.71,Medication,Mecca,VIP
ORD_0011504,CUST_00296,2023-05-05,2023-05-05 00:00:00.000000,104.08,Personal Care,Riyadh,Retail
ORD_0011505,CUST_01342,2024-07-31,2024-07-31 00:00:00.000000,121.63,Wellness,Riyadh,Retail
ORD_0011506,CUST_01541,2023-07-13,2023-07-13 00:00:00.000000,966.65,Wellness,Dammam,Retail
ORD_0011507,CUST_01456,2022-04-20,2022-04-20 00:00:00.000000,738.23,Personal Care,Mecca,Retail
ORD_0011508,CUST_01640,2021-11-03,2021-11-03 00:00:00.000000,654.17,Personal Care,Riyadh,Retail
ORD_0011509,CUST_00194,2023-05-21,2023-05-21 00:00:00.000000,861.65,Personal Care,Dammam,Retail
ORD_0011510,CUST_01504,2025-08-06,2025-08-06 00:00:00.000000,168.37,Wellness,Dammam,Retail
ORD_0011511,CUST_00260,2022-12-08,2022-12-08 00:00:00.000000,590.88,Personal Care,Medina,Retail
ORD_0011512,CUST_00877,2024-04-17,2024-04-17 00:00:00.000000,499.81,Medication,Medina,Retail
ORD_0011513,CUST_01422,2025-04-01,2025-04-01 00:00:00.000000,912.92,Wellness,Riyadh,Retail
ORD_0011514,CUST_01175,2022-11-28,2022-11-28 00:00:00.000000,157.2,Medication,Jeddah,Retail
ORD_0011515,CUST_00005,2021-04-29,2021-04-29 00:00:00.000000,439.06,Personal Care,Jeddah,Retail
ORD_0011516,CUST_00230,2022-06-16,2022-06-16 00:00:00.000000,913.19,Personal Care,Medina,Retail
ORD_0011517,CUST_00348,2023-01-11,2023-01-11 00:00:00.000000,376.77,Personal Care,Jeddah,Retail
ORD_0011518,CUST_00182,2024-09-15,2024-09-15 00:00:00.000000,461.14,Personal Care,Jeddah,Retail
ORD_0011519,CUST_01173,2024-02-25,2024-02-25 00:00:00.000000,27.71,Medication,Mecca,VIP
ORD_0011520,CUST_00194,2023-11-20,2023-11-20 00:00:00.000000,157.83,Medication,Dammam,Retail
ORD_0011521,CUST_00485,2022-08-03,2022-08-03 00:00:00.000000,947.01,Personal Care,Riyadh,Retail
ORD_0011522,CUST_00251,2022-05-06,2022-05-06 00:00:00.000000,737.02,Medication,Medina,Retail
ORD_0011523,CUST_01854,2022-12-25,2022-12-25 00:00:00.000000,262.29,Personal Care,Mecca,Retail
ORD_0011524,CUST_01544,2023-12-17,2023-12-17 00:00:00.000000,861.09,Personal Care,Medina,Retail
ORD_0011525,CUST_00637,2024-03-09,2024-03-09 00:00:00.000000,704.1,Wellness,Dammam,Retail
ORD_0011526,CUST_01471,2022-06-16,2022-06-16 00:00:00.000000,583.02,Wellness,Riyadh,Retail
ORD_0011527,CUST_01362,2024-09-19,2024-09-19 00:00:00.000000,108.26,Personal Care,Dammam,Corporate
ORD_0011528,CUST_00339,2023-05-20,2023-05-20 00:00:00.000000,672.87,Medication,Riyadh,Retail
ORD_0011529,CUST_01098,2023-12-20,2023-12-20 00:00:00.000000,146.01,Personal Care,Mecca,Retail
ORD_0011530,CUST_00329,2022-12-29,2022-12-29 00:00:00.000000,412.17,Personal Care,Mecca,VIP
ORD_0011531,CUST_00999,2020-05-29,2020-05-29 00:00:00.000000,227.7,Personal Care,Mecca,VIP
ORD_0011532,CUST_00583,2025-08-23,2025-08-23 00:00:00.000000,869.26,Personal Care,Riyadh,Retail
ORD_0011533,CUST_01308,2024-09-09,2024-09-09 00:00:00.000000,450.42,Personal Care,Dammam,Corporate
ORD_0011534,CUST_00332,2023-08-06,2023-08-06 00:00:00.000000,908.09,Wellness,Riyadh,Retail
ORD_0011535,CUST_00325,2023-10-04,2023-10-04 00:00:00.000000,215.95,Personal Care,Riyadh,Retail
ORD_0011536,CUST_01484,2022-05-13,2022-05-13 00:00:00.000000,404.89,Medication,Riyadh,Retail
ORD_0011537,CUST_00697,2023-09-06,2023-09-06 00:00:00.000000,121.95,Medication,Riyadh,Retail
ORD_0011538,CUST_01912,2024-03-02,2024-03-02 00:00:00.000000,782.3,Personal Care,Jeddah,Retail
ORD_0011539,CUST_00573,2024-08-25,2024-08-25 21:27:26.757567,360.23,Wellness,Mecca,Retail
ORD_0011540,CUST_00579,2024-04-06,2024-04-06 00:00:00.000000,108.47,Medication,Jeddah,VIP
ORD_0011541,CUST_00559,2023-03-17,2023-03-17 00:00:00.000000,96.4,Personal Care,Dammam,Retail
ORD_0011542,CUST_00613,2022-08-11,2022-08-11 00:00:00.000000,398.98,Wellness,Jeddah,Retail
ORD_0011543,CUST_00444,2022-06-06,2022-06-06 00:00:00.000000,587.45,Wellness,Jeddah,Corporate
ORD_0011544,CUST_00612,2025-04-04,2025-04-04 00:00:00.000000,283.25,Medication,Dammam,Retail
ORD_0011545,CUST_00568,2024-03-25,2024-03-25 00:00:00.000000,386.73,Personal Care,Mecca,Retail
ORD_0011546,CUST_00755,2022-07-23,2022-07-23 00:00:00.000000,920.68,Personal Care,Riyadh,Retail
ORD_0011547,CUST_01428,2023-08-11,2023-08-11 00:00:00.000000,460.58,Wellness,Mecca,Retail
ORD_0011548,CUST_01011,2022-08-31,2022-08-31 00:00:00.000000,722.66,Personal Care,Dammam,Retail
ORD_0011549,CUST_00659,2025-06-04,2025-06-04 00:00:00.000000,461.46,Wellness,Medina,Retail
ORD_0011550,CUST_00364,2024-03-03,2024-03-03 21:27:26.757599,795.87,Medication,Riyadh,Retail
ORD_0011551,CUST_00383,2021-10-12,2021-10-12 00:00:00.000000,314.74,Wellness,Jeddah,Corporate
ORD_0011552,CUST_00908,2021-11-15,2021-11-15 00:00:00.000000,273.87,Personal Care,Medina,Retail
ORD_0011553,CUST_01896,2023-06-13,2023-06-13 00:00:00.000000,181.71,Personal Care,Jeddah,Retail
ORD_0011554,CUST_01979,2021-12-02,2021-12-02 00:00:00.000000,441.06,Personal Care,Riyadh,Retail
ORD_0011555,CUST_01784,2024-07-12,2024-07-12 00:00:00.000000,691.16,Medication,Jeddah,Retail
ORD_0011556,CUST_00660,2024-10-19,2024-10-19 00:00:00.000000,558.55,Personal Care,Dammam,Retail
ORD_0011557,CUST_01751,2021-12-17,2021-12-17 00:00:00.000000,518.54,Wellness,Medina,Corporate
ORD_0011558,CUST_01313,2023-04-15,2023-04-15 00:00:00.000000,856.62,Personal Care,Dammam,Retail
ORD_0011559,CUST_01838,2022-08-02,2022-08-02 00:00:00.000000,187.63,Medication,Dammam,VIP
