attributionid,orderid,campaignid,revenue,channel,platform
A000975,ORD000062,CAMP0068,67.62,Web,snapchat
A000976,ORD002386,CAMP0104,68.97,Mobile,google
A000977,ORD002122,CAMP0103,60.64,Mobile,meta
A000978,ORD001440,CAMP0050,49.54,Mobile,tiktok
A000979,ORD001568,CAMP0228,6.51,Mobile,google
A000980,ORD004662,CAMP0227,568.4,Mobile,snapchat
A000981,ORD001996,CAMP0210,119.48,Mobile,meta
A000982,ORD003141,CAMP0027,49.02,Web,tiktok
A000983,ORD003652,CAMP0104,36.64,Mobile,snapchat
A000984,ORD001136,CAMP0093,4.63,Web,snapchat
A000985,ORD003236,CAMP0004,84.3,Mobile,snapchat
A000986,ORD003118,CAMP0218,37.3,Mobile,tiktok
A000987,ORD002085,CAMP0037,25.88,Web,tiktok
A000988,ORD002465,CAMP0170,3.99,Mobile,tiktok
A000989,ORD004161,CAMP0144,126.33,Web,meta
A000990,ORD004505,CAMP0101,80.12,Mobile,snapchat
A000991,ORD001680,CAMP0060,77.22,Mobile,google
A000992,ORD002427,CAMP0096,27.92,Retail,google
A000993,ORD004406,CAMP0057,136.74,Mobile,meta
A000994,ORD001274,CAMP0139,24.77,Mobile,tiktok
A000995,ORD001301,CAMP0242,4.56,Web,snapchat
A000996,ORD004789,CAMP0042,25.8,Web,snapchat
A000997,ORD004812,CAMP0142,21.36,Mobile,meta
A000998,ORD002390,CAMP0002,34.86,Web,tiktok
A000999,ORD000423,CAMP0023,4.63,Web,tiktok
A001000,ORD004495,CAMP0101,5.12,Mobile,snapchat
A001001,ORD001325,CAMP0062,37.67,Mobile,snapchat
A001002,ORD004371,CAMP0146,44.2,Retail,tiktok
A001003,ORD002439,CAMP0051,20.36,Mobile,meta
A001004,ORD000150,CAMP0054,60.6,Mobile,meta
A001005,ORD002078,CAMP0249,297.34,Web,tiktok
A001006,ORD003818,CAMP0013,251.5,Mobile,google
A001007,ORD004485,CAMP0148,68.12,Web,google
A001008,ORD002226,CAMP0189,23.3,Web,meta
A001009,ORD001449,CAMP0136,110.96,Web,snapchat
A001010,ORD002732,CAMP0035,68.37,Web,tiktok
A001011,ORD001914,CAMP0198,71.37,Mobile,tiktok
A001012,ORD000324,CAMP0054,8.75,Mobile,snapchat
A001013,ORD000571,CAMP0071,10.44,Web,snapchat
A001014,ORD000405,CAMP0032,263.64,Mobile,tiktok
A001015,ORD002980,CAMP0084,5.1,Mobile,tiktok
A001016,ORD001234,CAMP0121,277.4,Mobile,meta
A001017,ORD004251,CAMP0042,44.52,Retail,meta
A001018,ORD002308,CAMP0006,122.0,Web,tiktok
A001019,ORD002556,CAMP0235,33.26,Web,google
A001020,ORD004170,CAMP0002,381.91,Mobile,google
A001021,ORD001605,CAMP0052,175.82,Web,meta
A001022,ORD001809,CAMP0120,22.69,Web,snapchat
A001023,ORD003063,CAMP0086,95.6,Web,google
A001024,ORD001087,CAMP0039,80.12,Mobile,tiktok
A001025,ORD001031,CAMP0004,76.18,Web,google
A001026,ORD003986,CAMP0173,18.94,Mobile,tiktok
A001027,ORD003582,CAMP0119,12.65,Retail,google
A001028,ORD002260,CAMP0035,7.04,Web,tiktok
A001029,ORD000044,CAMP0148,74.31,Retail,snapchat
A001030,ORD001116,CAMP0018,195.69,Retail,google
A001031,ORD002564,CAMP0094,334.92,Mobile,google
A001032,ORD000257,CAMP0051,122.0,Web,tiktok
A001033,ORD001645,CAMP0157,341.16,Web,google
A001034,ORD003668,CAMP0128,373.96,Mobile,meta
A001035,ORD001869,CAMP0138,18.3,Web,tiktok
A001036,ORD003001,CAMP0017,66.14,Web,tiktok
A001037,ORD003442,CAMP0245,19.23,Mobile,google
A001038,ORD003923,CAMP0213,7.54,Mobile,meta
A001039,ORD000816,CAMP0196,24.12,Retail,snapchat
A001040,ORD002288,CAMP0130,1145.73,Mobile,meta
A001041,ORD000478,CAMP0075,60.18,Web,snapchat
A001042,ORD004616,CAMP0175,398.95,Retail,meta
A001043,ORD002360,CAMP0077,23.3,Web,google
A001044,ORD002923,CAMP0053,13.26,Retail,tiktok
A001045,ORD000933,CAMP0213,176.04,Web,snapchat
A001046,ORD004420,CAMP0108,24.77,Retail,snapchat
A001047,ORD004982,CAMP0223,341.7,Mobile,meta
A001048,ORD001540,CAMP0157,268.8,Web,snapchat
A001049,ORD004892,CAMP0239,10.43,Web,snapchat
A001050,ORD000281,CAMP0063,59.18,Web,snapchat
A001051,ORD001237,CAMP0121,48.06,Web,snapchat
A001052,ORD001685,CAMP0175,86.77,Web,meta
A001053,ORD001346,CAMP0046,22.44,Retail,tiktok
A001054,ORD003354,CAMP0226,56.7,Web,meta
A001055,ORD000635,CAMP0002,43.62,Web,snapchat
A001056,ORD000852,CAMP0145,21.26,Retail,snapchat
A001057,ORD002257,CAMP0222,238.64,Web,tiktok
A001058,ORD000912,CAMP0157,6.97,Mobile,snapchat
A001059,ORD000293,CAMP0170,183.0,Mobile,meta
A001060,ORD002619,CAMP0027,18.1,Web,tiktok
A001061,ORD000987,CAMP0148,337.65,Mobile,meta
A001062,ORD002214,CAMP0143,1505.6,Mobile,google
A001063,ORD000675,CAMP0040,389.73,Mobile,google
A001064,ORD001620,CAMP0091,104.48,Web,snapchat
A001065,ORD003683,CAMP0154,113.45,Mobile,meta
A001066,ORD001433,CAMP0008,6.6,Retail,meta
A001067,ORD002850,CAMP0189,58.3,Mobile,meta
A001068,ORD001910,CAMP0108,121.1,Web,tiktok
A001069,ORD001858,CAMP0001,88.0,Web,meta
A001070,ORD002366,CAMP0043,234.11,Mobile,snapchat
A001071,ORD000698,CAMP0233,67.74,Mobile,tiktok
A001072,ORD001780,CAMP0084,246.69,Web,tiktok
A001073,ORD001364,CAMP0083,375.05,Web,snapchat
A001074,ORD003552,CAMP0209,11.76,Web,google
A001075,ORD001784,CAMP0055,6.7,Mobile,tiktok
A001076,ORD003974,CAMP0068,264.16,Retail,tiktok
A001077,ORD002450,CAMP0085,24.0,Web,google
A001078,ORD003252,CAMP0067,227.8,Web,google
A001079,ORD003320,CAMP0051,240.36,Web,google
A001080,ORD004893,CAMP0051,23.29,Web,tiktok
A001081,ORD003689,CAMP0050,113.25,Web,snapchat
A001082,ORD002581,CAMP0062,6.14,Web,snapchat
A001083,ORD000255,CAMP0125,35.2,Mobile,tiktok
A001084,ORD004976,CAMP0007,389.73,Retail,snapchat
A001085,ORD001161,CAMP0204,121.89,Web,google
A001086,ORD000251,CAMP0107,7.68,Retail,google
A001087,ORD003594,CAMP0035,15.36,Mobile,snapchat
A001088,ORD001724,CAMP0070,5.15,Web,google
A001089,ORD002876,CAMP0005,151.92,Web,meta
A001090,ORD001607,CAMP0005,120.69,Mobile,snapchat
A001091,ORD000509,CAMP0038,2.93,Mobile,snapchat
A001092,ORD001236,CAMP0068,9.53,Retail,snapchat
A001093,ORD004098,CAMP0188,82.3,Mobile,google
A001094,ORD003313,CAMP0039,7.54,Web,google
A001095,ORD001957,CAMP0019,6.6,Mobile,google
A001096,ORD003899,CAMP0011,33.44,Retail,tiktok
A001097,ORD001473,CAMP0168,338.3,Web,tiktok
A001098,ORD000614,CAMP0114,21.26,Web,google
A001099,ORD000174,CAMP0103,87.3,Web,snapchat
A001100,ORD004088,CAMP0072,9.26,Mobile,tiktok
A001101,ORD004314,CAMP0038,25.99,Mobile,tiktok
A001102,ORD003893,CAMP0069,84.3,Web,tiktok
A001103,ORD001408,CAMP0121,42.52,Web,meta
A001104,ORD003491,CAMP0056,234.11,Mobile,google
A001105,ORD003548,CAMP0063,37.98,Mobile,meta
A001106,ORD003807,CAMP0155,419.16,Web,tiktok
A001107,ORD000468,CAMP0167,49.14,Retail,google
A001108,ORD002868,CAMP0222,234.11,Web,google
A001109,ORD004228,CAMP0238,548.15,Retail,snapchat
A001110,ORD004587,CAMP0191,10.06,Retail,meta
A001111,ORD004489,CAMP0057,446.01,Web,google
A001112,ORD000793,CAMP0090,82.5,Mobile,google
A001113,ORD000056,CAMP0180,5.64,Web,tiktok
A001114,ORD000392,CAMP0095,14.68,Web,meta
A001115,ORD001458,CAMP0195,57.4,Mobile,meta
A001116,ORD002744,CAMP0235,33.81,Retail,tiktok
A001117,ORD002318,CAMP0149,95.1,Mobile,meta
A001118,ORD002111,CAMP0235,71.25,Web,meta
A001119,ORD002821,CAMP0026,27.88,Retail,tiktok
A001120,ORD002759,CAMP0193,16.02,Retail,google
A001121,ORD002136,CAMP0099,92.73,Mobile,google
A001122,ORD001945,CAMP0167,34.9,Web,tiktok
A001123,ORD000153,CAMP0175,18.99,Web,tiktok
A001124,ORD001390,CAMP0070,37.95,Mobile,meta
A001125,ORD001271,CAMP0203,75.96,Retail,google
A001126,ORD000579,CAMP0094,255.87,Mobile,google
A001127,ORD000554,CAMP0238,668.34,Mobile,tiktok
A001128,ORD001564,CAMP0221,12.02,Retail,meta
A001129,ORD001206,CAMP0051,27.45,Web,google
A001130,ORD002488,CAMP0113,36.0,Mobile,google
A001131,ORD000785,CAMP0068,11.22,Web,tiktok
A001132,ORD000858,CAMP0014,15.58,Web,snapchat
A001133,ORD002096,CAMP0014,97.54,Mobile,google
A001134,ORD003534,CAMP0054,49.18,Web,tiktok
A001135,ORD004820,CAMP0086,220.0,Web,google
A001136,ORD000741,CAMP0110,32.87,Mobile,google
A001137,ORD000639,CAMP0073,150.02,Mobile,snapchat
A001138,ORD001656,CAMP0235,137.72,Web,tiktok
A001139,ORD001184,CAMP0157,57.21,Mobile,meta
A001140,ORD004090,CAMP0205,79.79,Web,google
A001141,ORD004153,CAMP0049,20.82,Web,snapchat
A001142,ORD002202,CAMP0248,14.48,Mobile,meta
A001143,ORD003467,CAMP0132,64.05,Web,snapchat
A001144,ORD000479,CAMP0115,168.32,Mobile,tiktok
A001145,ORD003203,CAMP0242,43.12,Web,google
A001146,ORD001499,CAMP0012,5.27,Web,google
A001147,ORD002106,CAMP0134,49.4,Mobile,meta
A001148,ORD001794,CAMP0039,79.9,Mobile,snapchat
A001149,ORD004763,CAMP0175,50.76,Web,tiktok
A001150,ORD001054,CAMP0234,49.54,Retail,google
A001151,ORD002727,CAMP0220,103.52,Retail,tiktok
A001152,ORD002551,CAMP0132,20.01,Web,google
A001153,ORD002914,CAMP0069,69.75,Web,meta
A001154,ORD000115,CAMP0116,21.15,Web,google
A001155,ORD001504,CAMP0120,101.8,Mobile,google
A001156,ORD002554,CAMP0106,49.02,Mobile,snapchat
A001157,ORD000952,CAMP0182,12.25,Mobile,snapchat
A001158,ORD004340,CAMP0140,104.82,Web,snapchat
A001159,ORD003699,CAMP0071,455.32,Web,google
A001160,ORD001514,CAMP0073,910.64,Web,google
A001161,ORD004499,CAMP0185,10.21,Retail,tiktok
A001162,ORD003529,CAMP0249,50.16,Retail,google
A001163,ORD001081,CAMP0112,27.3,Web,google
A001164,ORD003945,CAMP0132,12.95,Retail,snapchat
A001165,ORD000798,CAMP0191,244.9,Mobile,meta
A001166,ORD000701,CAMP0145,73.2,Mobile,snapchat
A001167,ORD004456,CAMP0141,75.01,Web,meta
A001168,ORD004955,CAMP0233,29.36,Web,meta
A001169,ORD004063,CAMP0190,33.93,Retail,meta
A001170,ORD003208,CAMP0011,7.32,Retail,snapchat
A001171,ORD000380,CAMP0137,15.08,Web,snapchat
A001172,ORD004509,CAMP0148,64.05,Mobile,snapchat
A001173,ORD002070,CAMP0213,22.76,Mobile,meta
A001174,ORD004298,CAMP0176,99.21,Mobile,meta
A001175,ORD004159,CAMP0129,594.68,Web,snapchat
A001176,ORD001453,CAMP0238,7.17,Mobile,meta
A001177,ORD002667,CAMP0164,301.16,Mobile,meta
A001178,ORD003798,CAMP0115,29.36,Mobile,meta
A001179,ORD004531,CAMP0104,106.3,Web,google
A001180,ORD001344,CAMP0001,231.66,Mobile,meta
A001181,ORD000696,CAMP0145,45.24,Mobile,snapchat
A001182,ORD000695,CAMP0009,7.32,Mobile,meta
A001183,ORD004430,CAMP0243,32.04,Web,google
A001184,ORD001531,CAMP0024,61.54,Mobile,meta
A001185,ORD004522,CAMP0226,14.64,Web,snapchat
A001186,ORD000905,CAMP0020,71.37,Mobile,meta
A001187,ORD002492,CAMP0004,54.66,Mobile,meta
A001188,ORD001718,CAMP0131,56.82,Web,google
A001189,ORD002445,CAMP0040,7.68,Web,meta
A001190,ORD004317,CAMP0099,48.56,Web,tiktok
A001191,ORD002959,CAMP0059,69.22,Web,google
A001192,ORD002472,CAMP0152,40.86,Mobile,meta
A001193,ORD004186,CAMP0070,7.78,Mobile,meta
A001194,ORD004890,CAMP0037,281.76,Retail,meta
A001195,ORD003316,CAMP0012,60.57,Web,tiktok
A001196,ORD000346,CAMP0185,123.45,Mobile,tiktok
A001197,ORD003599,CAMP0205,3.99,Mobile,google
A001198,ORD001549,CAMP0129,209.58,Web,snapchat
A001199,ORD001933,CAMP0150,53.15,Mobile,tiktok
A001200,ORD001843,CAMP0109,376.98,Retail,snapchat
A001201,ORD002778,CAMP0199,14.82,Retail,snapchat
A001202,ORD000470,CAMP0133,95.1,Web,tiktok
A001203,ORD004654,CAMP0194,267.6,Retail,meta
A001204,ORD002006,CAMP0176,52.41,Mobile,google
A001205,ORD004155,CAMP0234,31.35,Mobile,google
A001206,ORD004663,CAMP0011,36.6,Web,google
A001207,ORD003934,CAMP0199,37.98,Web,google
A001208,ORD003038,CAMP0198,14.93,Web,tiktok
A001209,ORD000195,CAMP0095,52.29,Mobile,google
A001210,ORD002419,CAMP0020,16.7,Mobile,tiktok
A001211,ORD003519,CAMP0158,49.0,Retail,tiktok
A001212,ORD003786,CAMP0117,21.0,Mobile,tiktok
A001213,ORD000964,CAMP0065,44.68,Web,tiktok
A001214,ORD001358,CAMP0140,262.74,Web,snapchat
A001215,ORD002527,CAMP0191,6.34,Retail,snapchat
A001216,ORD004436,CAMP0005,190.89,Web,meta
A001217,ORD002869,CAMP0173,27.14,Mobile,meta
A001218,ORD003051,CAMP0237,47.5,Web,snapchat
A001219,ORD004517,CAMP0248,106.3,Retail,meta
A001220,ORD004621,CAMP0031,38.44,Web,meta
A001221,ORD001262,CAMP0029,50.76,Web,snapchat
A001222,ORD004217,CAMP0036,113.11,Mobile,tiktok
A001223,ORD002345,CAMP0084,25.32,Mobile,snapchat
A001224,ORD000493,CAMP0234,11.47,Web,meta
A001225,ORD000897,CAMP0006,41.25,Web,tiktok
A001226,ORD004971,CAMP0061,30.5,Web,google
A001227,ORD002344,CAMP0077,37.64,Mobile,google
A001228,ORD003695,CAMP0079,6.32,Web,google
A001229,ORD003389,CAMP0236,75.01,Web,google
A001230,ORD004993,CAMP0130,54.24,Mobile,meta
A001231,ORD000532,CAMP0190,25.9,Web,meta
A001232,ORD002830,CAMP0160,33.81,Web,tiktok
A001233,ORD003557,CAMP0086,320.68,Retail,google
A001234,ORD001180,CAMP0226,92.73,Web,meta
A001235,ORD001918,CAMP0162,39.78,Web,tiktok
A001236,ORD004380,CAMP0202,11.74,Web,meta
A001237,ORD000717,CAMP0020,121.28,Web,tiktok
A001238,ORD000926,CAMP0232,222.78,Retail,snapchat
A001239,ORD004059,CAMP0042,8.46,Mobile,google
A001240,ORD002872,CAMP0214,251.5,Retail,tiktok
A001241,ORD004534,CAMP0019,85.04,Web,google
A001242,ORD001393,CAMP0188,125.92,Mobile,snapchat
A001243,ORD003226,CAMP0133,8.19,Mobile,google
A001244,ORD000735,CAMP0205,11.24,Web,meta
A001245,ORD004148,CAMP0082,160.34,Web,meta
A001246,ORD001384,CAMP0063,159.8,Web,snapchat
A001247,ORD001338,CAMP0033,16.39,Web,google
A001248,ORD000743,CAMP0200,10.21,Mobile,google
A001249,ORD002124,CAMP0070,71.34,Web,tiktok
A001250,ORD003940,CAMP0139,108.3,Mobile,meta
A001251,ORD000624,CAMP0069,116.72,Mobile,tiktok
A001252,ORD002662,CAMP0060,9.53,Mobile,snapchat
A001253,ORD003593,CAMP0190,160.34,Mobile,snapchat
A001254,ORD002180,CAMP0119,20.19,Retail,tiktok
A001255,ORD003082,CAMP0224,76.28,Web,meta
A001256,ORD004072,CAMP0134,12.68,Mobile,tiktok
A001257,ORD000268,CAMP0002,42.7,Mobile,meta
A001258,ORD003822,CAMP0237,26.8,Web,snapchat
A001259,ORD000861,CAMP0187,167.68,Mobile,meta
A001260,ORD000605,CAMP0206,73.2,Web,google
A001261,ORD003674,CAMP0230,17.36,Web,meta
A001262,ORD003696,CAMP0150,4.52,Mobile,snapchat
A001263,ORD004439,CAMP0120,25.99,Web,meta
A001264,ORD004873,CAMP0006,262.74,Mobile,tiktok
A001265,ORD001842,CAMP0238,14.34,Mobile,google
A001266,ORD004415,CAMP0069,426.45,Web,meta
A001267,ORD000338,CAMP0075,60.18,Mobile,tiktok
A001268,ORD004904,CAMP0108,15.16,Mobile,meta
A001269,ORD000485,CAMP0157,5.27,Web,meta
A001270,ORD000991,CAMP0057,120.6,Mobile,meta
A001271,ORD004808,CAMP0108,127.78,Mobile,tiktok
A001272,ORD004776,CAMP0006,270.68,Web,meta
A001273,ORD003569,CAMP0048,147.06,Web,tiktok
A001274,ORD003470,CAMP0003,67.66,Retail,meta
A001275,ORD003332,CAMP0148,209.76,Web,tiktok
A001276,ORD004254,CAMP0120,438.52,Mobile,google
A001277,ORD004119,CAMP0134,369.85,Retail,meta
A001278,ORD001509,CAMP0155,13.57,Web,meta
A001279,ORD002081,CAMP0136,21.35,Web,snapchat
A001280,ORD002374,CAMP0050,176.0,Mobile,google
A001281,ORD004419,CAMP0110,41.7,Web,google
A001282,ORD001608,CAMP0207,13.68,Web,tiktok
A001283,ORD003444,CAMP0057,106.1,Mobile,snapchat
A001284,ORD003053,CAMP0244,3.71,Retail,google
A001285,ORD000600,CAMP0079,13.26,Web,google
A001286,ORD000421,CAMP0173,52.08,Web,google
A001287,ORD004133,CAMP0105,59.72,Web,meta
A001288,ORD002720,CAMP0236,45.24,Web,meta
A001289,ORD001888,CAMP0096,22.69,Web,snapchat
A001290,ORD000555,CAMP0059,53.14,Mobile,google
A001291,ORD004326,CAMP0229,18.0,Mobile,tiktok
A001292,ORD000086,CAMP0136,14.53,Mobile,snapchat
A001293,ORD000729,CAMP0210,17.71,Retail,tiktok
A001294,ORD002333,CAMP0141,96.48,Web,tiktok
A001295,ORD000545,CAMP0017,12.87,Web,snapchat
A001296,ORD004407,CAMP0173,6.0,Mobile,tiktok
A001297,ORD004192,CAMP0148,13.65,Web,snapchat
A001298,ORD001448,CAMP0063,231.36,Web,snapchat
A001299,ORD000021,CAMP0092,5.88,Web,google
A001300,ORD000267,CAMP0189,72.06,Web,tiktok
A001301,ORD002964,CAMP0062,157.16,Web,google
A001302,ORD000822,CAMP0248,15.09,Web,meta
A001303,ORD002459,CAMP0248,10.82,Mobile,google
A001304,ORD004706,CAMP0103,19.6,Web,meta
A001305,ORD001413,CAMP0119,65.73,Web,meta
A001306,ORD004141,CAMP0159,207.85,Web,meta
A001307,ORD001861,CAMP0006,77.64,Mobile,snapchat
A001308,ORD003872,CAMP0034,18.55,Web,snapchat
A001309,ORD002812,CAMP0003,57.36,Web,meta
A001310,ORD004934,CAMP0106,55.83,Mobile,meta
A001311,ORD001110,CAMP0228,25.26,Mobile,google
A001312,ORD004661,CAMP0133,11.65,Web,meta
A001313,ORD004953,CAMP0216,96.96,Web,snapchat
A001314,ORD004412,CAMP0240,437.9,Web,meta
A001315,ORD002937,CAMP0136,11.89,Mobile,meta
A001316,ORD001203,CAMP0179,246.3,Web,meta
A001317,ORD001941,CAMP0182,97.42,Mobile,google
A001318,ORD003253,CAMP0009,20.91,Web,meta
A001319,ORD004453,CAMP0015,8.4,Retail,meta
A001320,ORD000097,CAMP0142,608.7,Mobile,google
A001321,ORD004110,CAMP0172,17.43,Web,google
A001322,ORD000863,CAMP0122,54.66,Web,google
A001323,ORD004924,CAMP0048,763.56,Mobile,snapchat
A001324,ORD002069,CAMP0024,82.5,Web,meta
A001325,ORD002708,CAMP0031,216.6,Retail,snapchat
A001326,ORD004036,CAMP0194,55.02,Mobile,tiktok
A001327,ORD004291,CAMP0049,13.26,Web,google
A001328,ORD000074,CAMP0107,17.82,Mobile,meta
A001329,ORD001590,CAMP0237,33.81,Mobile,google
A001330,ORD004586,CAMP0052,12.68,Mobile,meta
A001331,ORD000060,CAMP0143,7.08,Mobile,meta
A001332,ORD004438,CAMP0138,10.44,Mobile,google
A001333,ORD000352,CAMP0163,12.22,Mobile,snapchat
A001334,ORD003432,CAMP0144,9.26,Mobile,tiktok
A001335,ORD002592,CAMP0024,212.56,Web,meta
A001336,ORD003931,CAMP0200,111.64,Mobile,google
A001337,ORD003173,CAMP0102,102.52,Retail,meta
A001338,ORD003601,CAMP0093,45.54,Mobile,google
A001339,ORD004783,CAMP0102,150.58,Web,tiktok
A001340,ORD004891,CAMP0044,60.08,Web,snapchat
A001341,ORD000160,CAMP0053,37.16,Mobile,meta
A001342,ORD004545,CAMP0036,66.04,Web,google
A001343,ORD003518,CAMP0236,319.16,Retail,google
A001344,ORD000993,CAMP0126,10.03,Web,meta
A001345,ORD001061,CAMP0114,117.23,Mobile,snapchat
A001346,ORD002568,CAMP0122,73.62,Mobile,snapchat
A001347,ORD004903,CAMP0168,17.82,Web,tiktok
A001348,ORD002479,CAMP0161,42.0,Mobile,meta
A001349,ORD003399,CAMP0097,75.01,Mobile,google
A001350,ORD004292,CAMP0009,34.2,Web,tiktok
A001351,ORD000458,CAMP0180,203.46,Web,google
A001352,ORD001162,CAMP0183,28.16,Mobile,tiktok
A001353,ORD003360,CAMP0074,245.28,Web,meta
A001354,ORD001164,CAMP0190,7.79,Web,meta
A001355,ORD001016,CAMP0242,380.85,Web,google
A001356,ORD000212,CAMP0031,26.8,Mobile,snapchat
A001357,ORD000192,CAMP0066,33.72,Mobile,meta
A001358,ORD001093,CAMP0185,80.12,Mobile,tiktok
A001359,ORD000562,CAMP0075,18.1,Web,snapchat
A001360,ORD002823,CAMP0131,38.94,Mobile,snapchat
A001361,ORD003388,CAMP0090,21.12,Web,meta
A001362,ORD000492,CAMP0084,68.12,Web,tiktok
A001363,ORD001255,CAMP0165,23.25,Mobile,meta
A001364,ORD000390,CAMP0216,96.15,Mobile,google
A001365,ORD004210,CAMP0104,89.35,Web,snapchat
A001366,ORD002644,CAMP0009,233.44,Web,meta
A001367,ORD003532,CAMP0227,9.12,Mobile,snapchat
A001368,ORD001349,CAMP0176,116.25,Mobile,tiktok
A001369,ORD002232,CAMP0244,47.64,Mobile,meta
A001370,ORD004860,CAMP0064,110.96,Web,tiktok
A001371,ORD003605,CAMP0226,20.42,Web,tiktok
A001372,ORD002754,CAMP0222,56.1,Mobile,meta
A001373,ORD003908,CAMP0178,253.9,Mobile,google
A001374,ORD004069,CAMP0086,110.96,Mobile,google
A001375,ORD004743,CAMP0143,23.15,Web,tiktok
A001376,ORD001474,CAMP0205,189.29,Web,tiktok
A001377,ORD004956,CAMP0056,351.64,Mobile,meta
A001378,ORD004546,CAMP0081,25.74,Web,meta
A001379,ORD002017,CAMP0240,9.05,Mobile,snapchat
A001380,ORD003167,CAMP0137,58.6,Web,meta
A001381,ORD000586,CAMP0174,44.1,Web,tiktok
A001382,ORD004401,CAMP0226,23.95,Mobile,meta
A001383,ORD000226,CAMP0010,5.1,Retail,tiktok
A001384,ORD001696,CAMP0040,23.48,Web,tiktok
A001385,ORD000128,CAMP0065,27.24,Web,tiktok
A001386,ORD000810,CAMP0119,20.26,Retail,snapchat
A001387,ORD000350,CAMP0007,90.0,Web,google
A001388,ORD001471,CAMP0092,312.72,Retail,meta
A001389,ORD004711,CAMP0232,52.44,Web,google
A001390,ORD003950,CAMP0187,583.6,Mobile,snapchat
A001391,ORD000307,CAMP0189,49.72,Web,meta
A001392,ORD002305,CAMP0043,30.0,Web,google
A001393,ORD002267,CAMP0049,9.53,Web,meta
A001394,ORD001395,CAMP0068,77.13,Web,tiktok
A001395,ORD003258,CAMP0058,14.98,Mobile,snapchat
A001396,ORD003938,CAMP0178,14.7,Mobile,tiktok
A001397,ORD003386,CAMP0129,22.74,Web,snapchat
A001398,ORD003939,CAMP0136,34.61,Web,google
A001399,ORD002094,CAMP0080,18.0,Web,snapchat
A001400,ORD003655,CAMP0212,227.65,Web,meta
A001401,ORD000050,CAMP0001,207.85,Mobile,google
A001402,ORD004083,CAMP0039,64.05,Mobile,snapchat
A001403,ORD002001,CAMP0196,13.57,Mobile,google
A001404,ORD000714,CAMP0137,10.28,Retail,google
A001405,ORD000601,CAMP0050,34.72,Web,meta
A001406,ORD002901,CAMP0064,32.33,Web,tiktok
A001407,ORD004372,CAMP0211,25.32,Web,snapchat
A001408,ORD003408,CAMP0141,113.01,Web,meta
A001409,ORD000645,CAMP0012,48.04,Retail,snapchat
A001410,ORD002709,CAMP0089,48.08,Retail,meta
A001411,ORD002887,CAMP0100,47.56,Mobile,meta
A001412,ORD000550,CAMP0161,51.9,Web,tiktok
A001413,ORD002430,CAMP0190,47.64,Mobile,google
A001414,ORD001124,CAMP0192,69.22,Mobile,snapchat
A001415,ORD001140,CAMP0130,11.65,Mobile,meta
A001416,ORD001487,CAMP0029,14.08,Web,snapchat
A001417,ORD001113,CAMP0090,25.26,Web,google
A001418,ORD001077,CAMP0175,72.9,Web,snapchat
A001419,ORD001827,CAMP0040,55.03,Mobile,tiktok
A001420,ORD004729,CAMP0199,71.31,Web,meta
A001421,ORD000306,CAMP0198,243.44,Retail,google
A001422,ORD001550,CAMP0163,5.64,Web,meta
A001423,ORD003700,CAMP0077,46.36,Mobile,snapchat
A001424,ORD003589,CAMP0011,133.04,Mobile,meta
A001425,ORD004800,CAMP0215,110.06,Mobile,google
A001426,ORD000937,CAMP0187,13.62,Web,meta
A001427,ORD000871,CAMP0206,175.16,Mobile,google
A001428,ORD003204,CAMP0023,17.87,Mobile,google
A001429,ORD001671,CAMP0042,108.66,Web,snapchat
A001430,ORD001409,CAMP0156,16.7,Mobile,google
A001431,ORD000461,CAMP0198,126.95,Web,tiktok
A001432,ORD001853,CAMP0248,11.11,Retail,snapchat
A001433,ORD000387,CAMP0011,167.64,Mobile,snapchat
A001434,ORD004912,CAMP0021,90.12,Mobile,google
A001435,ORD002949,CAMP0247,109.63,Web,snapchat
A001436,ORD000652,CAMP0070,7.04,Retail,snapchat
A001437,ORD001435,CAMP0002,58.9,Mobile,tiktok
A001438,ORD000113,CAMP0215,373.96,Web,snapchat
A001439,ORD000767,CAMP0127,16.97,Web,tiktok
A001440,ORD004237,CAMP0237,61.64,Mobile,google
A001441,ORD002175,CAMP0207,35.22,Mobile,meta
A001442,ORD001851,CAMP0093,92.73,Web,meta
A001443,ORD001109,CAMP0075,66.14,Retail,google
A001444,ORD002055,CAMP0051,25.1,Web,tiktok
A001445,ORD001736,CAMP0132,21.12,Web,google
A001446,ORD003967,CAMP0223,77.88,Web,meta
A001447,ORD002916,CAMP0153,112.55,Mobile,snapchat
A001448,ORD003387,CAMP0173,101.12,Mobile,google
A001449,ORD004455,CAMP0232,262.05,Web,snapchat
A001450,ORD003937,CAMP0102,46.5,Retail,meta
A001451,ORD000402,CAMP0052,2.93,Retail,meta
A001452,ORD001462,CAMP0222,11.24,Web,snapchat
A001453,ORD003391,CAMP0232,14.53,Web,snapchat
A001454,ORD000890,CAMP0041,12.22,Retail,google
A001455,ORD003831,CAMP0091,30.69,Web,meta
A001456,ORD002723,CAMP0157,37.29,Web,google
A001457,ORD003459,CAMP0243,55.74,Mobile,tiktok
A001458,ORD004354,CAMP0102,202.24,Mobile,google
A001459,ORD004778,CAMP0015,57.69,Mobile,tiktok
A001460,ORD000469,CAMP0053,125.44,Mobile,google
A001461,ORD003646,CAMP0014,25.39,Web,meta
A001462,ORD003488,CAMP0113,172.9,Web,snapchat
